Team;League;Year;outcome;RA;W;OBP;SLG;BA;Playoffs;RankSeason;RankPlayoffs;G;OOBP;OSLG
13.0;1.0;1979;583;582;89;0.315;0.344;0.256;0;?;?;162;?;?
15.0;0.0;1979;851;816;85;0.34299999999999997;0.42200000000000004;0.282;0;?;?;162;?;?
17.0;1.0;1979;739;717;79;0.331;0.41200000000000003;0.263;0;?;?;162;?;?
19.0;0.0;1979;807;722;95;0.345;0.44799999999999995;0.28;0;?;?;161;?;?
20.0;0.0;1979;764;725;82;0.341;0.402;0.278;0;?;?;162;?;?
22.0;1.0;1979;701;581;95;0.319;0.408;0.264;0;?;?;160;?;?
23.0;1.0;1979;593;706;63;0.313;0.35;0.25;0;?;?;163;?;?
24.0;0.0;1979;734;672;89;0.32799999999999996;0.406;0.266;0;?;?;160;?;?
25.0;0.0;1979;573;860;54;0.302;0.34600000000000003;0.239;0;?;?;162;?;?
26.0;1.0;1979;683;718;84;0.34;0.396;0.266;0;?;?;163;?;?
27.0;1.0;1979;775;643;98;0.33;0.41600000000000004;0.272;1;2.0;1.0;163;?;?
28.0;1.0;1979;603;681;68;0.311;0.348;0.242;0;?;?;161;?;?
29.0;0.0;1979;711;820;67;0.331;0.40399999999999997;0.26899999999999996;0;?;?;162;?;?
31.0;1.0;1979;672;751;71;0.319;0.365;0.24600000000000002;0;?;?;162;?;?
32.0;1.0;1979;731;693;86;0.331;0.401;0.278;0;?;?;163;?;?
35.0;0.0;1979;750;698;83;0.33399999999999996;0.409;0.278;0;?;?;162;?;?
36.0;0.0;1979;613;862;53;0.311;0.363;0.251;0;?;?;162;?;?
2.0;1.0;1978;600;750;69;0.315;0.363;0.244;0;?;?;162;?;?
3.0;0.0;1978;659;633;90;0.326;0.396;0.258;0;?;?;161;?;?
4.0;0.0;1978;796;657;99;0.336;0.424;0.267;0;?;?;163;?;?
5.0;0.0;1978;691;666;87;0.33;0.37;0.259;0;?;?;162;?;?
6.0;1.0;1978;664;724;79;0.331;0.361;0.264;0;?;?;162;?;?
7.0;0.0;1978;634;731;71;0.317;0.379;0.264;0;?;?;161;?;?
8.0;1.0;1978;710;688;92;0.33399999999999996;0.39299999999999996;0.256;0;?;?;161;?;?
9.0;0.0;1978;639;694;69;0.32299999999999995;0.379;0.261;0;?;?;159;?;?
11.0;0.0;1978;714;653;86;0.33899999999999997;0.392;0.271;0;?;?;162;?;?
13.0;1.0;1978;605;634;74;0.313;0.355;0.258;0;?;?;162;?;?
15.0;0.0;1978;743;634;92;0.32899999999999996;0.39899999999999997;0.268;1;3.0;3.0;162;?;?
17.0;1.0;1978;727;573;95;0.33799999999999997;0.402;0.264;1;2.0;2.0;162;?;?
19.0;0.0;1978;804;650;93;0.33899999999999997;0.43200000000000005;0.276;0;?;?;162;?;?
20.0;0.0;1978;666;678;73;0.33899999999999997;0.375;0.267;0;?;?;162;?;?
22.0;1.0;1978;633;611;76;0.306;0.379;0.254;0;?;?;162;?;?
23.0;1.0;1978;607;690;66;0.314;0.35200000000000004;0.245;0;?;?;162;?;?
24.0;0.0;1978;735;582;100;0.32899999999999996;0.38799999999999996;0.267;1;1.0;1.0;163;?;?
25.0;0.0;1978;532;690;69;0.303;0.35100000000000003;0.245;0;?;?;162;?;?
26.0;1.0;1978;708;586;90;0.32799999999999996;0.38799999999999996;0.258;1;4.0;3.0;162;?;?
27.0;1.0;1978;684;637;88;0.32;0.385;0.257;0;?;?;161;?;?
28.0;1.0;1978;591;598;84;0.321;0.348;0.252;0;?;?;162;?;?
29.0;0.0;1978;614;834;56;0.314;0.359;0.248;0;?;?;160;?;?
31.0;1.0;1978;613;594;89;0.318;0.374;0.248;0;?;?;162;?;?
32.0;1.0;1978;600;657;69;0.303;0.358;0.249;0;?;?;162;?;?
35.0;0.0;1978;692;632;87;0.332;0.381;0.253;0;?;?;162;?;?
36.0;0.0;1978;590;775;59;0.308;0.359;0.25;0;?;?;161;?;?
2.0;1.0;1977;678;895;61;0.32;0.376;0.254;0;?;?;162;?;?
3.0;0.0;1977;719;653;97;0.32899999999999996;0.39299999999999996;0.261;0;?;?;161;?;?
4.0;0.0;1977;859;712;97;0.345;0.465;0.281;0;?;?;161;?;?
5.0;0.0;1977;675;695;74;0.324;0.386;0.255;0;?;?;162;?;?
6.0;1.0;1977;692;739;81;0.33;0.387;0.266;0;?;?;162;?;?
7.0;0.0;1977;844;771;90;0.344;0.444;0.278;0;?;?;162;?;?
8.0;1.0;1977;802;725;88;0.345;0.436;0.27399999999999997;0;?;?;162;?;?
9.0;0.0;1977;676;739;71;0.33399999999999996;0.38;0.26899999999999996;0;?;?;161;?;?
11.0;0.0;1977;714;751;74;0.318;0.41;0.264;0;?;?;162;?;?
13.0;1.0;1977;680;650;81;0.32;0.385;0.254;0;?;?;162;?;?
15.0;0.0;1977;822;651;102;0.34;0.436;0.27699999999999997;1;1.0;3.0;162;?;?
17.0;1.0;1977;769;582;98;0.336;0.418;0.266;1;4.0;2.0;162;?;?
19.0;0.0;1977;639;765;67;0.314;0.389;0.258;0;?;?;162;?;?
20.0;0.0;1977;867;776;84;0.348;0.41700000000000004;0.282;0;?;?;161;?;?
22.0;1.0;1977;665;736;75;0.318;0.402;0.26;0;?;?;162;?;?
23.0;1.0;1977;587;663;64;0.313;0.34600000000000003;0.244;0;?;?;162;?;?
24.0;0.0;1977;831;651;100;0.344;0.444;0.281;1;3.0;1.0;162;?;?
25.0;0.0;1977;605;749;63;0.308;0.35200000000000004;0.24;0;?;?;161;?;?
26.0;1.0;1977;847;668;101;0.34600000000000003;0.44799999999999995;0.27899999999999997;1;2.0;3.0;162;?;?
27.0;1.0;1977;734;665;96;0.331;0.413;0.27399999999999997;0;?;?;162;?;?
28.0;1.0;1977;692;834;69;0.324;0.375;0.249;0;?;?;162;?;?
29.0;0.0;1977;624;855;64;0.312;0.381;0.256;0;?;?;162;?;?
31.0;1.0;1977;673;711;75;0.32299999999999995;0.38299999999999995;0.253;0;?;?;162;?;?
32.0;1.0;1977;737;688;83;0.33;0.38799999999999996;0.27;0;?;?;162;?;?
35.0;0.0;1977;767;657;94;0.342;0.405;0.27;0;?;?;162;?;?
36.0;0.0;1977;605;822;54;0.316;0.365;0.252;0;?;?;161;?;?
2.0;1.0;1976;620;700;70;0.32;0.33399999999999996;0.245;0;?;?;162;?;?
3.0;0.0;1976;619;598;88;0.31;0.358;0.243;0;?;?;162;?;?
4.0;0.0;1976;716;660;83;0.324;0.402;0.263;0;?;?;162;?;?
5.0;0.0;1976;550;631;76;0.306;0.318;0.235;0;?;?;162;?;?
6.0;1.0;1976;611;728;75;0.313;0.35600000000000004;0.251;0;?;?;162;?;?
7.0;0.0;1976;586;745;64;0.314;0.349;0.255;0;?;?;161;?;?
8.0;1.0;1976;857;633;102;0.35700000000000004;0.424;0.28;1;1.0;1.0;162;?;?
9.0;0.0;1976;615;615;81;0.321;0.359;0.263;0;?;?;159;?;?
11.0;0.0;1976;609;709;74;0.315;0.365;0.257;0;?;?;161;?;?
13.0;1.0;1976;625;657;80;0.322;0.34700000000000003;0.256;0;?;?;162;?;?
15.0;0.0;1976;713;611;90;0.327;0.371;0.26899999999999996;1;4.0;3.0;162;?;?
17.0;1.0;1976;608;543;92;0.313;0.349;0.251;0;?;?;162;?;?
19.0;0.0;1976;570;655;66;0.311;0.34;0.24600000000000002;0;?;?;161;?;?
20.0;0.0;1976;743;704;85;0.341;0.375;0.27399999999999997;0;?;?;162;?;?
22.0;1.0;1976;531;734;55;0.29100000000000004;0.34;0.235;0;?;?;162;?;?
23.0;1.0;1976;615;538;86;0.319;0.35200000000000004;0.24600000000000002;0;?;?;162;?;?
24.0;0.0;1976;730;575;97;0.32799999999999996;0.389;0.26899999999999996;1;3.0;2.0;159;?;?
25.0;0.0;1976;686;598;87;0.32299999999999995;0.361;0.24600000000000002;0;?;?;161;?;?
26.0;1.0;1976;770;557;101;0.33799999999999997;0.395;0.272;1;2.0;3.0;162;?;?
27.0;1.0;1976;708;630;92;0.321;0.391;0.267;0;?;?;162;?;?
28.0;1.0;1976;570;662;73;0.31;0.337;0.247;0;?;?;162;?;?
31.0;1.0;1976;595;686;74;0.312;0.345;0.24600000000000002;0;?;?;162;?;?
32.0;1.0;1976;629;671;72;0.32299999999999995;0.359;0.26;0;?;?;162;?;?
35.0;0.0;1976;616;652;76;0.321;0.341;0.25;0;?;?;162;?;?
2.0;1.0;1975;583;739;67;0.313;0.34600000000000003;0.244;0;?;?;161;?;?
3.0;0.0;1975;682;553;90;0.326;0.373;0.252;0;?;?;159;?;?
4.0;0.0;1975;796;709;95;0.344;0.41700000000000004;0.275;1;3.0;2.0;160;?;?
5.0;0.0;1975;628;723;72;0.322;0.32799999999999996;0.24600000000000002;0;?;?;161;?;?
6.0;1.0;1975;712;827;75;0.33799999999999997;0.368;0.259;0;?;?;162;?;?
7.0;0.0;1975;655;703;75;0.331;0.358;0.255;0;?;?;161;?;?
8.0;1.0;1975;840;586;108;0.353;0.401;0.271;1;1.0;1.0;162;?;?
9.0;0.0;1975;688;703;79;0.327;0.392;0.261;0;?;?;159;?;?
11.0;0.0;1975;570;786;57;0.301;0.366;0.249;0;?;?;159;?;?
13.0;1.0;1975;664;711;64;0.32;0.359;0.254;0;?;?;162;?;?
15.0;0.0;1975;710;649;91;0.33299999999999996;0.39399999999999996;0.261;0;?;?;162;?;?
17.0;1.0;1975;648;534;88;0.325;0.365;0.248;0;?;?;162;?;?
19.0;0.0;1975;675;792;68;0.32;0.389;0.25;0;?;?;162;?;?
20.0;0.0;1975;724;736;76;0.341;0.386;0.271;0;?;?;159;?;?
22.0;1.0;1975;601;690;75;0.317;0.348;0.244;0;?;?;162;?;?
23.0;1.0;1975;646;625;82;0.319;0.361;0.256;0;?;?;162;?;?
24.0;0.0;1975;681;588;83;0.325;0.382;0.264;0;?;?;160;?;?
25.0;0.0;1975;758;606;98;0.33299999999999996;0.391;0.254;1;2.0;3.0;162;?;?
26.0;1.0;1975;735;694;86;0.342;0.402;0.26899999999999996;0;?;?;162;?;?
27.0;1.0;1975;712;565;92;0.32299999999999995;0.402;0.263;1;4.0;3.0;161;?;?
28.0;1.0;1975;552;683;71;0.31;0.335;0.244;0;?;?;162;?;?
31.0;1.0;1975;659;671;80;0.33299999999999996;0.365;0.259;0;?;?;161;?;?
32.0;1.0;1975;662;689;82;0.327;0.375;0.273;0;?;?;163;?;?
35.0;0.0;1975;714;733;79;0.33;0.371;0.256;0;?;?;162;?;?
2.0;1.0;1974;661;563;88;0.319;0.363;0.249;0;?;?;163;?;?
3.0;0.0;1974;659;612;91;0.322;0.37;0.256;1;2.0;3.0;162;?;?
4.0;0.0;1974;696;661;84;0.33299999999999996;0.377;0.264;0;?;?;162;?;?
5.0;0.0;1974;618;657;68;0.321;0.35600000000000004;0.254;0;?;?;163;?;?
6.0;1.0;1974;669;826;66;0.327;0.365;0.251;0;?;?;162;?;?
7.0;0.0;1974;684;721;80;0.33;0.389;0.268;0;?;?;163;?;?
8.0;1.0;1974;776;631;98;0.34299999999999997;0.39399999999999996;0.26;0;?;?;163;?;?
9.0;0.0;1974;662;694;77;0.311;0.37;0.255;0;?;?;162;?;?
11.0;0.0;1974;620;768;72;0.303;0.366;0.247;0;?;?;162;?;?
13.0;1.0;1974;653;632;81;0.322;0.37799999999999995;0.263;0;?;?;162;?;?
15.0;0.0;1974;667;662;77;0.327;0.364;0.259;0;?;?;162;?;?
17.0;1.0;1974;798;561;102;0.342;0.401;0.272;1;1.0;2.0;162;?;?
19.0;0.0;1974;647;660;76;0.309;0.369;0.244;0;?;?;162;?;?
20.0;0.0;1974;673;669;82;0.336;0.37799999999999995;0.272;0;?;?;163;?;?
22.0;1.0;1974;662;657;79;0.335;0.35;0.254;0;?;?;161;?;?
23.0;1.0;1974;572;646;71;0.311;0.32899999999999996;0.235;0;?;?;162;?;?
24.0;0.0;1974;671;623;89;0.324;0.368;0.263;0;?;?;162;?;?
25.0;0.0;1974;689;551;90;0.321;0.373;0.247;1;3.0;1.0;162;?;?
26.0;1.0;1974;676;701;80;0.32;0.373;0.261;0;?;?;162;?;?
27.0;1.0;1974;751;657;88;0.335;0.391;0.27399999999999997;1;4.0;3.0;162;?;?
28.0;1.0;1974;541;830;60;0.302;0.33;0.22899999999999998;0;?;?;162;?;?
31.0;1.0;1974;634;723;72;0.322;0.358;0.252;0;?;?;162;?;?
32.0;1.0;1974;677;643;86;0.331;0.365;0.265;0;?;?;161;?;?
35.0;0.0;1974;690;698;83;0.336;0.377;0.272;0;?;?;161;?;?
2.0;1.0;1973;799;774;76;0.33899999999999997;0.42700000000000005;0.266;0;?;?;162;?;?
3.0;0.0;1973;754;561;97;0.345;0.389;0.266;1;2.0;3.0;162;?;?
4.0;0.0;1973;738;647;89;0.33799999999999997;0.401;0.267;0;?;?;162;?;?
5.0;0.0;1973;629;657;79;0.318;0.348;0.253;0;?;?;162;?;?
6.0;1.0;1973;614;655;77;0.32;0.35700000000000004;0.247;0;?;?;161;?;?
7.0;0.0;1973;652;705;77;0.324;0.37200000000000005;0.256;0;?;?;162;?;?
8.0;1.0;1973;741;621;99;0.332;0.38299999999999995;0.254;1;1.0;3.0;162;?;?
9.0;0.0;1973;680;826;71;0.315;0.387;0.256;0;?;?;162;?;?
11.0;0.0;1973;642;674;85;0.32;0.39;0.254;0;?;?;162;?;?
13.0;1.0;1973;681;672;82;0.312;0.376;0.251;0;?;?;162;?;?
15.0;0.0;1973;755;752;88;0.33899999999999997;0.381;0.261;0;?;?;162;?;?
17.0;1.0;1973;675;565;95;0.32299999999999995;0.371;0.263;0;?;?;162;?;?
19.0;0.0;1973;708;731;74;0.325;0.38799999999999996;0.253;0;?;?;162;?;?
20.0;0.0;1973;738;692;81;0.342;0.39299999999999996;0.27;0;?;?;162;?;?
22.0;1.0;1973;668;702;79;0.34;0.364;0.251;0;?;?;162;?;?
23.0;1.0;1973;608;588;82;0.315;0.33799999999999997;0.24600000000000002;1;4.0;2.0;161;?;?
24.0;0.0;1973;641;610;80;0.322;0.37799999999999995;0.261;0;?;?;162;?;?
25.0;0.0;1973;758;615;94;0.33299999999999996;0.389;0.26;1;3.0;1.0;162;?;?
26.0;1.0;1973;642;717;71;0.31;0.371;0.249;0;?;?;162;?;?
27.0;1.0;1973;704;693;80;0.315;0.405;0.261;0;?;?;162;?;?
28.0;1.0;1973;548;770;60;0.29600000000000004;0.35100000000000003;0.244;0;?;?;162;?;?
31.0;1.0;1973;739;702;88;0.335;0.40700000000000003;0.262;0;?;?;162;?;?
32.0;1.0;1973;643;603;81;0.325;0.35700000000000004;0.259;0;?;?;162;?;?
35.0;0.0;1973;619;844;57;0.318;0.361;0.255;0;?;?;162;?;?
2.0;1.0;1971;643;699;82;0.312;0.385;0.257;0;?;?;162;?;?
3.0;0.0;1971;742;530;101;0.34700000000000003;0.39799999999999996;0.261;1;1.0;2.0;158;?;?
4.0;0.0;1971;691;667;85;0.322;0.397;0.252;0;?;?;162;?;?
5.0;0.0;1971;511;576;76;0.29;0.32899999999999996;0.231;0;?;?;162;?;?
6.0;1.0;1971;637;648;83;0.325;0.37799999999999995;0.258;0;?;?;162;?;?
7.0;0.0;1971;617;597;79;0.325;0.373;0.25;0;?;?;162;?;?
8.0;1.0;1971;586;581;79;0.3;0.366;0.24100000000000002;0;?;?;162;?;?
9.0;0.0;1971;543;747;60;0.3;0.342;0.23800000000000002;0;?;?;162;?;?
11.0;0.0;1971;701;645;91;0.325;0.405;0.254;0;?;?;162;?;?
13.0;1.0;1971;585;567;79;0.302;0.34;0.24;0;?;?;162;?;?
15.0;0.0;1971;603;566;85;0.313;0.353;0.25;0;?;?;161;?;?
17.0;1.0;1971;663;587;89;0.325;0.37;0.266;0;?;?;162;?;?
19.0;0.0;1971;534;609;69;0.304;0.32899999999999996;0.22899999999999998;0;?;?;161;?;?
20.0;0.0;1971;654;670;74;0.32299999999999995;0.37200000000000005;0.26;0;?;?;160;?;?
22.0;1.0;1971;622;729;71;0.322;0.34299999999999997;0.24600000000000002;0;?;?;162;?;?
23.0;1.0;1971;588;550;83;0.319;0.35100000000000003;0.249;0;?;?;162;?;?
24.0;0.0;1971;648;641;81;0.32799999999999996;0.36;0.254;0;?;?;162;?;?
25.0;0.0;1971;691;564;101;0.321;0.384;0.252;1;1.0;3.0;161;?;?
26.0;1.0;1971;558;688;67;0.298;0.35;0.233;0;?;?;162;?;?
27.0;1.0;1971;788;599;97;0.33;0.41600000000000004;0.27399999999999997;1;2.0;1.0;162;?;?
28.0;1.0;1971;486;610;61;0.293;0.332;0.233;0;?;?;161;?;?
31.0;1.0;1971;706;644;90;0.32899999999999996;0.37799999999999995;0.247;1;3.0;3.0;162;?;?
32.0;1.0;1971;739;699;90;0.33799999999999997;0.385;0.275;0;?;?;163;?;?
37.0;0.0;1971;537;660;63;0.307;0.326;0.23;0;?;?;159;?;?
2.0;1.0;1970;736;772;76;0.33399999999999996;0.40399999999999997;0.27;0;?;?;162;?;?
3.0;0.0;1970;792;574;108;0.344;0.401;0.257;1;1.0;1.0;162;?;?
4.0;0.0;1970;786;722;87;0.335;0.428;0.262;0;?;?;162;?;?
5.0;0.0;1970;631;630;86;0.309;0.363;0.251;0;?;?;162;?;?
6.0;1.0;1970;806;679;84;0.33299999999999996;0.415;0.259;0;?;?;162;?;?
7.0;0.0;1970;633;822;56;0.315;0.36200000000000004;0.253;0;?;?;162;?;?
8.0;1.0;1970;775;681;102;0.336;0.436;0.27;1;2.0;2.0;162;?;?
9.0;0.0;1970;649;675;76;0.314;0.39399999999999996;0.249;0;?;?;162;?;?
11.0;0.0;1970;666;731;79;0.322;0.374;0.23800000000000002;0;?;?;162;?;?
13.0;1.0;1970;744;763;79;0.332;0.391;0.259;0;?;?;162;?;?
15.0;0.0;1970;611;705;65;0.309;0.348;0.244;0;?;?;162;?;?
17.0;1.0;1970;749;684;87;0.33399999999999996;0.382;0.27;0;?;?;161;?;?
19.0;0.0;1970;613;751;65;0.319;0.358;0.242;0;?;?;163;?;?
20.0;0.0;1970;744;605;98;0.327;0.40299999999999997;0.262;1;3.0;3.0;162;?;?
22.0;1.0;1970;687;807;73;0.32299999999999995;0.365;0.237;0;?;?;162;?;?
23.0;1.0;1970;695;630;83;0.33299999999999996;0.37;0.249;0;?;?;162;?;?
24.0;0.0;1970;680;612;93;0.324;0.365;0.251;0;?;?;163;?;?
25.0;0.0;1970;678;593;89;0.325;0.392;0.249;0;?;?;162;?;?
26.0;1.0;1970;594;730;73;0.305;0.35600000000000004;0.23800000000000002;0;?;?;161;?;?
27.0;1.0;1970;729;664;89;0.325;0.406;0.27;1;4.0;3.0;162;?;?
28.0;1.0;1970;681;788;63;0.312;0.391;0.24600000000000002;0;?;?;162;?;?
31.0;1.0;1970;831;826;86;0.35100000000000003;0.409;0.262;0;?;?;162;?;?
32.0;1.0;1970;744;747;76;0.331;0.379;0.263;0;?;?;162;?;?
37.0;0.0;1970;626;689;70;0.321;0.358;0.23800000000000002;0;?;?;162;?;?
2.0;1.0;1969;691;631;93;0.321;0.38;0.258;1;4.0;3.0;162;?;?
3.0;0.0;1969;779;517;109;0.34299999999999997;0.414;0.265;1;1.0;2.0;162;?;?
4.0;0.0;1969;743;736;87;0.33299999999999996;0.415;0.251;0;?;?;162;?;?
5.0;0.0;1969;528;652;71;0.3;0.319;0.23;0;?;?;163;?;?
6.0;1.0;1969;720;611;92;0.32299999999999995;0.384;0.253;0;?;?;163;?;?
7.0;0.0;1969;625;723;68;0.32;0.35700000000000004;0.247;0;?;?;162;?;?
8.0;1.0;1969;798;768;89;0.335;0.42200000000000004;0.27699999999999997;0;?;?;163;?;?
9.0;0.0;1969;573;717;62;0.307;0.345;0.237;0;?;?;161;?;?
11.0;0.0;1969;701;601;90;0.316;0.387;0.242;0;?;?;162;?;?
13.0;1.0;1969;676;668;81;0.33;0.35200000000000004;0.24;0;?;?;162;?;?
15.0;0.0;1969;586;688;69;0.309;0.33799999999999997;0.24;0;?;?;163;?;?
17.0;1.0;1969;645;561;85;0.315;0.359;0.254;0;?;?;162;?;?
20.0;0.0;1969;790;618;97;0.34;0.408;0.268;1;3.0;3.0;162;?;?
22.0;1.0;1969;582;791;52;0.31;0.359;0.24;0;?;?;162;?;?
23.0;1.0;1969;632;541;100;0.311;0.35100000000000003;0.242;1;2.0;1.0;162;?;?
24.0;0.0;1969;562;587;80;0.308;0.344;0.235;0;?;?;162;?;?
25.0;0.0;1969;740;678;88;0.32899999999999996;0.376;0.249;0;?;?;162;?;?
26.0;1.0;1969;645;745;63;0.312;0.37200000000000005;0.24100000000000002;0;?;?;162;?;?
27.0;1.0;1969;725;652;88;0.33399999999999996;0.39799999999999996;0.27699999999999997;0;?;?;162;?;?
28.0;1.0;1969;468;746;52;0.285;0.32899999999999996;0.225;0;?;?;162;?;?
30.0;0.0;1969;639;799;64;0.316;0.34600000000000003;0.23399999999999999;0;?;?;163;?;?
31.0;1.0;1969;713;636;90;0.33399999999999996;0.361;0.242;0;?;?;162;?;?
32.0;1.0;1969;595;540;87;0.316;0.359;0.253;0;?;?;162;?;?
37.0;0.0;1969;694;644;86;0.33;0.37799999999999995;0.251;0;?;?;162;?;?
2.0;1.0;1968;514;549;81;0.307;0.33899999999999997;0.252;0;?;?;163;?;?
3.0;0.0;1968;579;497;91;0.304;0.35200000000000004;0.225;0;?;?;162;?;?
4.0;0.0;1968;614;611;86;0.313;0.35200000000000004;0.23600000000000002;0;?;?;162;?;?
5.0;0.0;1968;498;615;67;0.29100000000000004;0.318;0.22699999999999998;0;?;?;162;?;?
6.0;1.0;1968;612;611;84;0.298;0.366;0.242;0;?;?;163;?;?
7.0;0.0;1968;463;527;67;0.284;0.311;0.228;0;?;?;162;?;?
8.0;1.0;1968;690;673;83;0.32;0.389;0.273;0;?;?;163;?;?
9.0;0.0;1968;516;504;86;0.293;0.327;0.23399999999999999;0;?;?;162;?;?
11.0;0.0;1968;671;492;103;0.307;0.385;0.235;1;1.0;1.0;164;?;?
13.0;1.0;1968;510;588;72;0.298;0.317;0.231;0;?;?;162;?;?
17.0;1.0;1968;470;509;76;0.289;0.319;0.23;0;?;?;162;?;?
20.0;0.0;1968;562;546;79;0.299;0.35;0.237;0;?;?;162;?;?
23.0;1.0;1968;473;499;73;0.281;0.315;0.228;0;?;?;163;?;?
24.0;0.0;1968;536;531;83;0.292;0.318;0.214;0;?;?;164;?;?
25.0;0.0;1968;569;544;82;0.304;0.34299999999999997;0.24;0;?;?;163;?;?
26.0;1.0;1968;543;615;76;0.294;0.33299999999999996;0.233;0;?;?;162;?;?
27.0;1.0;1968;583;532;80;0.306;0.34299999999999997;0.252;0;?;?;163;?;?
31.0;1.0;1968;599;529;88;0.307;0.341;0.239;0;?;?;163;?;?
32.0;1.0;1968;583;472;97;0.298;0.34600000000000003;0.249;1;2.0;2.0;162;?;?
37.0;0.0;1968;524;665;65;0.287;0.336;0.22399999999999998;0;?;?;161;?;?
2.0;1.0;1967;631;640;77;0.307;0.37200000000000005;0.24;0;?;?;162;?;?
3.0;0.0;1967;654;592;76;0.31;0.37200000000000005;0.24;0;?;?;161;?;?
4.0;0.0;1967;722;614;92;0.321;0.395;0.255;1;2.0;2.0;162;?;?
5.0;0.0;1967;567;587;84;0.301;0.349;0.23800000000000002;0;?;?;161;?;?
6.0;1.0;1967;702;624;87;0.316;0.37799999999999995;0.251;0;?;?;162;?;?
7.0;0.0;1967;531;491;89;0.29100000000000004;0.32;0.225;0;?;?;162;?;?
8.0;1.0;1967;604;563;87;0.297;0.37200000000000005;0.248;0;?;?;162;?;?
9.0;0.0;1967;559;613;75;0.293;0.359;0.235;0;?;?;162;?;?
11.0;0.0;1967;683;587;91;0.325;0.376;0.243;0;?;?;163;?;?
13.0;1.0;1967;626;742;69;0.317;0.364;0.249;0;?;?;162;?;?
14.0;0.0;1967;533;660;62;0.29600000000000004;0.33;0.233;0;?;?;161;?;?
17.0;1.0;1967;519;595;73;0.301;0.332;0.23600000000000002;0;?;?;162;?;?
20.0;0.0;1967;671;590;91;0.309;0.369;0.24;0;?;?;164;?;?
23.0;1.0;1967;498;672;61;0.28800000000000003;0.325;0.23800000000000002;0;?;?;162;?;?
24.0;0.0;1967;522;621;72;0.29600000000000004;0.317;0.225;0;?;?;163;?;?
26.0;1.0;1967;612;581;82;0.313;0.35700000000000004;0.242;0;?;?;162;?;?
27.0;1.0;1967;679;693;81;0.324;0.38;0.27699999999999997;0;?;?;163;?;?
31.0;1.0;1967;652;551;91;0.313;0.37200000000000005;0.245;0;?;?;162;?;?
32.0;1.0;1967;695;557;101;0.32;0.379;0.263;1;1.0;1.0;161;?;?
37.0;0.0;1967;550;637;76;0.28800000000000003;0.326;0.223;0;?;?;161;?;?
2.0;1.0;1966;782;683;85;0.326;0.424;0.263;0;?;?;163;?;?
3.0;0.0;1966;755;601;97;0.324;0.409;0.258;1;1.0;1.0;160;?;?
4.0;0.0;1966;655;731;72;0.31;0.376;0.24;0;?;?;162;?;?
5.0;0.0;1966;604;643;80;0.303;0.354;0.23199999999999998;0;?;?;162;?;?
6.0;1.0;1966;644;809;59;0.313;0.38;0.254;0;?;?;162;?;?
7.0;0.0;1966;574;517;83;0.297;0.331;0.231;0;?;?;163;?;?
8.0;1.0;1966;692;702;76;0.309;0.395;0.26;0;?;?;160;?;?
9.0;0.0;1966;574;586;81;0.297;0.36;0.237;0;?;?;162;?;?
11.0;0.0;1966;719;698;88;0.321;0.406;0.251;0;?;?;162;?;?
13.0;1.0;1966;612;695;72;0.318;0.365;0.255;0;?;?;163;?;?
14.0;0.0;1966;564;648;74;0.294;0.337;0.23600000000000002;0;?;?;160;?;?
17.0;1.0;1966;606;490;95;0.314;0.36200000000000004;0.256;1;2.0;2.0;162;?;?
20.0;0.0;1966;663;581;89;0.316;0.382;0.249;0;?;?;162;?;?
23.0;1.0;1966;587;761;66;0.301;0.342;0.239;0;?;?;161;?;?
24.0;0.0;1966;611;612;70;0.299;0.374;0.235;0;?;?;160;?;?
26.0;1.0;1966;696;640;87;0.322;0.37799999999999995;0.258;0;?;?;162;?;?
27.0;1.0;1966;759;641;92;0.32899999999999996;0.428;0.27899999999999997;0;?;?;162;?;?
31.0;1.0;1966;675;626;93;0.303;0.392;0.248;0;?;?;161;?;?
32.0;1.0;1966;571;577;83;0.298;0.368;0.251;0;?;?;162;?;?
37.0;0.0;1966;557;659;71;0.295;0.355;0.23399999999999999;0;?;?;159;?;?
3.0;0.0;1965;641;578;94;0.307;0.363;0.23800000000000002;0;?;?;162;?;?
4.0;0.0;1965;669;791;62;0.327;0.4;0.251;0;?;?;162;?;?
5.0;0.0;1965;527;569;75;0.297;0.341;0.239;0;?;?;162;?;?
6.0;1.0;1965;635;723;72;0.307;0.358;0.23800000000000002;0;?;?;164;?;?
7.0;0.0;1965;647;555;95;0.315;0.364;0.24600000000000002;0;?;?;162;?;?
8.0;1.0;1965;825;704;89;0.33899999999999997;0.439;0.273;0;?;?;162;?;?
9.0;0.0;1965;663;613;87;0.315;0.379;0.25;0;?;?;162;?;?
11.0;0.0;1965;680;602;89;0.312;0.374;0.23800000000000002;0;?;?;162;?;?
13.0;1.0;1965;569;711;65;0.305;0.34;0.237;0;?;?;162;?;?
14.0;0.0;1965;585;755;59;0.309;0.358;0.24;0;?;?;162;?;?
17.0;1.0;1965;608;521;97;0.312;0.335;0.245;1;2.0;1.0;162;?;?
20.0;0.0;1965;774;600;102;0.324;0.39899999999999997;0.254;1;1.0;2.0;162;?;?
21.0;1.0;1965;708;633;86;0.31;0.41600000000000004;0.256;0;?;?;162;?;?
23.0;1.0;1965;495;752;50;0.27699999999999997;0.327;0.221;0;?;?;164;?;?
