region-centroid-col;region-centroid-row;region-pixel-count;short-line-density-5;short-line-density-2;vedge-mean;vegde-sd;hedge-mean;hedge-sd;intensity-mean;rawred-mean;rawblue-mean;rawgreen-mean;exred-mean;exblue-mean;exgreen-mean;value-mean;saturation-mean;hue-mean;binaryClass
?;183;9;0.111111;0;?;2.3983;?;?;?;49.6667;69.6667;?;-18.2222;?;?;?;0.312366;-2.0052;0
?;?;?;0;0;?;?;2.44444;?;58.2222;?;73.7778;50.6667;-24;46.6667;-22.6667;73.7778;0.323908;?;0
?;?;?;?;0;0.055556;0.018519;?;0.02963;0.259259;?;0.777778;0;?;?;?;0.777778;0.777778;?;0
?;?;?;?;?;21.6667;17.3628;?;0.904721;41.037;37.4444;?;?;-10.7778;?;-14.4444;?;?;-1.99554;0
210;73;9;0;?;?;?;1;0.816495;42.2593;?;?;?;-5.11111;?;?;?;0.178226;?;0
174;50;9;0;0;1;?;?;0.952579;107.444;?;125.778;?;-38.3333;?;-16.6667;125.778;?;?;0
230;98;9;?;?;0.388889;0.151852;0.388889;?;1.40741;0;4.11111;0.111111;-4.22222;?;?;?;1;?;0
52;?;9;0;0;0.555556;0.45542;0.944444;?;?;20.1111;?;30.8889;?;?;?;30.8889;?;?;0
240;16;9;0;?;0.444444;?;?;1.15555;?;87.5556;125;?;-44.8889;67.4444;?;?;0.299601;-2.30247;0
239;143;?;0;?;0.333333;?;?;?;4.51852;6.11111;?;?;4.77778;2.77778;-7.55556;6.11111;?;?;1
216;126;9;?;0;0.555555;0.207407;?;0.074074;4.92593;?;5.77778;?;?;2.55556;?;6.55556;0.611111;?;1
?;?;?;?;0;0.888889;0.251852;?;?;4.2963;?;8.44444;?;?;12.4444;-3.88889;8.44444;?;?;0
199;?;9;0;0;?;?;?;?;?;?;139.778;?;?;?;?;139.778;?;?;0
9;?;9;?;0;?;0.562961;1.5;?;?;?;141.111;?;-34;47;-13;141.111;?;?;0
?;?;9;0;0.111111;1.61111;?;?;?;53.6667;47.1111;67.6667;?;-19.6667;42;-22.3333;67.6667;?;-2.05226;0
201;40;9;0;?;?;?;?;1.54444;123.778;?;139.667;?;-31.3333;?;?;139.667;0.188503;?;0
?;81;?;?;0;1.88889;1.67407;1.33333;2.4;?;22.3333;?;17;?;18.2222;-17.1111;?;0.409201;?;1
?;148;?;?;?;0;?;?;?;0;0;0;?;?;0;?;0;0;?;0
112;?;9;?;0;?;2.99382;?;?;50.3333;?;62.2222;?;-17;35.6667;?;?;0.296328;-2.07122;0
163;?;9;0;0;?;?;?;?;?;?;140.556;?;-27.4444;42.2222;?;?;0.165192;-2.28021;0
?;?;?;?;0;?;1.45185;2.5;?;?;28;40.1111;?;-11;25.3333;-14.3333;?;0.329007;-2.00838;0
?;?;9;?;?;1.83333;?;?;94.9185;30.8889;?;?;27.8889;-9.33333;?;-9;37.5556;?;-2.45058;0
?;?;9;0;0;?;2.73861;3.27778;?;59.7407;52.8889;74.7778;51.5556;-20.5556;45.1111;?;?;?;?;0
?;?;9;0;?;?;?;?;?;?;?;?;39.5556;-14.7778;33.8889;-19.1111;?;0.307943;?;0
93;?;9;0;0;?;1.22964;?;1.57408;?;?;?;123.667;-28.4444;42.8889;?;?;?;-2.29776;0
116;?;9;?;0;?;1.16269;2.27778;?;16.3704;?;?;?;?;?;14.5556;21.2222;0.384903;2.19805;0
8;?;9;?;0;1.88889;1.85185;1.94444;3.26296;?;18.5556;21.8889;13.3333;?;11.8889;-13.7778;21.8889;0.390329;-1.44704;1
189;107;9;0;?;?;0.699206;?;0.72265;27.7778;?;?;?;-13;?;-9;?;0.332407;-2.2015;0
207;217;?;?;0;0.777778;?;?;?;6.2963;5;?;?;?;-6.22222;10.1111;9.66667;0.582612;?;0
39;?;9;?;0;2.27778;3.26296;1.83333;?;15.3704;?;?;20.4444;?;-6.77778;15.2222;20.4444;?;2.17054;0
?;185;9;0;?;?;?;?;0.210818;?;?;?;?;-17;?;-22;?;0.302539;-2.00801;0
177;181;9;?;0;?;1.73098;?;?;60.6296;?;?;52.5556;-20.8889;45.1111;-24.2222;?;0.306993;?;0
?;?;9;0;?;0.833333;0.477778;?;0.266667;?;4;?;4.22222;-6.66667;12.6667;-6;10.4444;0.617593;-2.12552;0
206;?;9;?;0;?;?;?;0.151852;50.1852;?;60.8889;?;-13.5556;32.1111;-18.5556;?;0.277106;?;0
6;81;9;?;?;4.11111;8.74075;5.72222;28.5074;?;7.66667;18.8889;10.8889;-14.4444;?;-4.77778;18.8889;?;-2.38856;0
107;?;9;0;0;?;?;?;?;126.778;?;141.889;?;-33;?;-12.3333;?;?;-2.37037;0
253;201;9;0;0;3;?;?;2.33571;43.963;39.2222;53.8889;?;-14.2222;?;?;?;0.28083;?;0
?;?;?;?;?;1.5;0.122222;?;?;?;?;9.44444;?;?;15.7778;?;?;0.915376;-2.25741;0
125;56;?;0;?;2.66667;?;2.72222;?;?;26.1111;37.6667;?;?;?;?;37.6667;0.41394;-1.81991;1
156;?;9;0;?;0.777774;?;?;?;?;?;146.333;?;-19.5556;30.1111;-10.5556;146.333;?;-2.28076;0
201;183;9;?;0;?;1.91679;?;?;?;47.4444;65.1111;45.3333;-15.5556;?;-21.8889;?;0.30372;-1.98191;0
?;?;9;?;0;2.77778;2.69705;3.38889;2.27466;23.2963;21;?;?;?;16.7778;?;?;?;?;0
?;?;9;0;?;0.055556;0.018519;?;0.018519;?;0;?;0;?;0.222222;-0.111111;0.111111;?;?;0
?;153;9;?;0;?;?;0;?;0;0;?;0;0;?;?;?;?;?;0
?;?;?;?;?;?;8.21111;?;1.21852;6.37037;9.66667;4.66667;?;9.88889;?;-4.77778;9.66667;0.561927;-0.004927;0
94;?;?;?;0;?;0.118518;?;?;?;0;3.44444;?;?;?;-3.44444;?;1;-2.0944;0
233;197;9;?;?;?;2.78621;?;?;49.7407;?;?;?;-16.2222;35.1111;?;?;?;-2.0434;0
?;127;9;0;0;?;?;?;4.14417;?;?;?;?;?;13.4444;-11.5556;?;0.204536;?;0
?;135;?;?;0;?;0.118519;?;?;?;?;5.44444;2.66667;5.66667;1.33333;?;6.88889;?;?;1
?;?;?;0.111111;0;3.83333;0.699998;0.833333;?;?;13.1111;?;22.5556;?;-7.66667;18;22.5556;?;2.20931;0
?;?;9;0;?;?;?;?;0.836659;?;?;?;?;-23.6667;?;-25;?;?;-2.07815;0
4;?;?;?;?;?;1.81353;3.22222;?;?;15.5556;?;26.4444;-12;?;20.6667;26.4444;?;2.2051;0
22;?;9;?;0;?;?;?;?;?;?;?;?;-20.4444;42.8889;-22.4444;?;?;?;0
?;152;?;0;0;0;0;?;0;0;0;?;0;?;?;0;0;?;?;0
?;112;?;0;0;2.38889;?;0.5;0.278887;23.7037;19.4444;32.3333;?;-12.7778;?;?;32.3333;?;?;0
157;57;9;0;?;?;?;?;0.829626;?;114.222;139.667;?;-31.4444;?;?;?;0.182073;-2.34019;0
4;?;?;?;?;2.05556;?;11.7222;?;26.4444;?;?;22.8889;?;19.6667;-10.6667;?;0.271473;-2.101;0
?;118;9;?;0;0.555556;0.385185;0.666667;0.4;?;7.55556;8.11111;3.66667;3.33333;?;-8.33333;8.44444;0.56433;?;1
220;?;?;0;?;0.277778;?;?;0.272165;6.88889;4.55556;?;?;?;?;?;12;?;?;0
205;190;?;0;0;?;0.998145;1.61111;?;?;44.7778;60.6667;43;?;?;?;?;?;-1.9876;0
?;244;?;?;0;?;0.640741;?;?;10.3704;9.66667;?;11.6667;?;-1.77778;?;?;?;2.32339;0
?;137;?;0;?;?;?;3.83333;?;5;2.55556;?;?;-7.33333;12;?;?;0.837478;-2.19397;0
206;?;9;0;?;2.61111;?;?;3.35824;11.4444;?;17.6667;8.22222;-9;18.6667;-9.66667;17.6667;0.543775;?;0
201;191;9;?;0;?;?;?;?;49.1852;44.6667;59.7778;?;?;31.7778;-18.2222;?;?;?;0
?;?;?;?;0;1.83333;?;3.61111;?;?;?;?;?;-10.4444;23.8889;-13.4444;?;0.285756;-2.00112;0
68;?;9;0;?;?;2.88033;?;?;?;51.4444;71.8889;?;-19.8889;41.4444;-21.5556;71.8889;0.291301;-2.06489;0
?;182;?;?;0;0.888889;0.688531;?;0.655462;16.7778;?;?;23;-6.66667;?;?;23;0.444358;1.91642;0
90;?;?;?;0;0.388889;0.018519;0.944444;0.151852;?;1;4.66667;0.666667;?;7.66667;-4.33333;4.66667;0.881481;-2.01314;0
236;77;9;0;0;22.1667;15.4729;?;8.37302;32.7778;?;37.6667;30.4444;-7.66667;?;?;?;?;-2.12336;0
?;?;9;?;?;?;?;2.11111;?;?;?;27.7778;?;?;20.5556;-16.7778;27.7778;?;?;1
57;?;9;0;0;?;?;?;?;?;?;?;47.7778;?;42.7778;?;?;?;-2.08475;0
106;107;9;0;0;?;0.720082;0.666667;?;22.5556;13;?;18.6667;?;?;-11.6667;36;0.638541;?;0
86;?;9;0.111111;0.111111;?;1.45169;?;?;?;?;?;?;-21;43.6667;-22.6667;?;?;?;0
?;?;9;?;?;1.22222;0.207407;?;1.02222;?;?;25.4444;14.6667;?;16.7778;-15.5556;25.4444;?;?;1
38;?;9;0;0;2.05556;0.574134;1.55556;?;14.3333;?;?;18.1111;?;?;11.3333;18.1111;0.399901;?;0
180;?;9;0;0;?;0.329631;?;0.666667;?;?;?;?;-23.4444;33.2222;-9.77778;145.444;?;-2.34623;0
?;?;?;0;0;1.77778;2.12568;?;?;?;1.88889;?;3.44444;?;?;?;6.22222;?;?;0
?;?;?;?;?;0.444444;0.207407;?;?;5.81482;?;?;3.22222;5.22222;?;?;7.55556;0.573413;?;1
?;113;9;?;0;0.388889;0.389682;0.277778;?;0.962963;0;?;?;?;5.44444;-2.55556;2.77778;1;-2.12325;0
?;87;?;?;?;14.3889;?;?;62.0185;31.7037;?;39.4444;?;-10.4444;23.2222;?;?;0.312482;-2.01338;0
?;?;9;?;?;?;?;1.5;2.03333;20.3333;18.2222;27.8889;14.8889;?;?;-16.3333;27.8889;?;?;1
?;?;?;?;?;?;0.418519;1.16667;?;?;0.777778;?;2.55556;?;?;-3.44444;?;0.907407;?;0
?;152;?;?;?;0.777778;0.981307;0.833333;1.09036;0.777778;?;1.66667;0.333333;-1.33333;?;-1.33333;?;0.705556;?;0
?;69;9;?;?;2.05556;?;?;2.56296;?;?;?;?;-6.66667;26.3333;-19.6667;?;?;?;1
116;?;9;?;0;?;?;?;?;108.852;?;126.111;103.667;?;51.7778;-15.5556;?;?;-2.33633;0
?;?;?;0;?;1.11111;1.04704;0.833334;?;?;54.2222;70.8889;?;-15.7778;?;?;70.8889;?;?;0
?;?;?;0;?;1.05556;0.952579;0.888889;?;14.4444;11.6667;?;19.1111;?;?;14;19.1111;0.388863;?;0
26;?;9;0;?;1.55556;?;?;?;?;?;?;?;?;13.8889;?;10.2222;0.843607;-2.45198;0
183;153;9;?;?;?;?;?;6.88889;28;21.3333;38.7778;?;-20;32.3333;?;?;?;?;0
?;?;9;?;?;?;0.077778;?;0.151852;0.518518;0;?;0;?;?;-1.55556;1.55556;?;?;0
?;116;9;?;0;1.05556;?;?;1.44074;2.18519;?;?;1.11111;?;?;-3.22222;5.11111;0.96142;?;0
234;58;9;0;?;?;?;?;?;93.1482;?;118.778;?;-47.4444;76.8889;?;?;?;-2.24632;0
?;165;9;?;?;0.333333;?;?;1.14074;14.2963;?;14.1111;?;-6.88889;-0.555556;?;17.5556;?;?;0
?;?;9;?;?;3.11111;13.4519;2.05556;6.86296;4.2963;1.33333;?;2.66667;?;13.7778;-4.88889;8.88889;?;?;0
217;148;?;?;0;2.05556;?;?;0.507408;29.0741;21.4444;?;?;-22.8889;?;-14.5556;41.5556;0.483771;-2.23797;0
42;135;9;0;?;0.388889;0.151852;0.444444;?;2.40741;1.33333;?;0.777778;?;?;-4.88889;5.11111;?;-1.97219;0
?;?;?;?;0;1.05556;?;2.94444;?;?;?;34.3333;?;?;?;-19.5556;34.3333;?;-1.83633;1
130;32;9;?;?;1.11111;?;?;?;?;?;70.8889;53.3333;-15.7778;?;-18.4444;?;?;?;0
229;147;?;?;0.111111;?;?;?;?;27.2963;20.8889;?;22.3333;?;?;?;?;0.457405;-2.17447;0
83;?;?;?;?;?;1.12963;1.94444;?;19.8519;20;?;14.8889;0.444444;14.4444;?;24.6667;?;?;1
?;?;9;0.111111;?;?;1.00741;2.83333;?;?;?;?;?;?;18.1111;-15.2222;27.7778;0.399499;?;1
108;75;9;0.111111;0;0.666667;0.471403;?;?;?;105.889;133;?;?;48.8889;?;?;?;-2.29549;0
103;65;9;?;?;?;1.08355;?;?;?;53.7778;73.8889;?;-19.1111;41.2222;-22.1111;?;0.287045;?;0
192;40;9;0;?;?;0.207408;1.33333;0.488891;?;?;140.556;?;-30.5556;47.7778;-17.2222;?;?;?;0
?;?;9;?;0;1.66667;1.24444;?;?;?;?;18.5556;24.6667;-11.8889;?;15.1111;24.6667;0.365297;?;0
213;?;?;0;0;?;?;?;0.327731;?;13.2222;24.6667;?;?;?;-10.7778;?;?;-2.12361;0
155;?;9;0;0;0.999999;?;1.44445;?;?;?;119.333;?;-41.6667;?;?;?;?;-2.22871;0
?;?;9;0;?;1.05556;0.951851;1.33333;?;22.7407;21.1111;30.2222;?;?;22.4444;?;30.2222;?;-1.75941;1
?;91;?;0;0;1.44444;?;0.833333;0.255556;?;?;8;1.22222;?;?;-6.11111;8;?;?;0
137;?;9;?;0;1.44444;0.785186;18.8889;5.54076;39.2963;33.7778;?;36.5556;-16.5556;24.7778;-8.22222;?;?;-2.39521;0
?;132;?;?;?;0.111111;0.02963;0.222222;?;?;0;?;0;-1.11111;?;-1.11111;1.11111;?;-2.0944;0
194;178;?;0;0;1.22222;?;?;12.5778;33.6667;?;?;29.4444;?;24.6667;?;?;0.296963;?;0
?;133;?;?;?;0.333333;0.266667;0.5;0.077778;6.66667;?;?;?;5;3.33333;?;8.44444;0.53858;?;1
59;?;9;?;?;?;?;1.44444;1.86984;?;10.5556;33.1111;?;-25.5556;?;?;33.1111;?;-2.23126;0
52;?;9;?;?;3.27778;?;?;?;?;41.5556;?;?;?;24.6667;?;53.1111;?;-1.97178;0
?;?;9;0.111111;?;0.833333;0.3;1.38889;1.7963;3;0.555556;?;1.22222;?;12.6667;-5.33333;7.22222;0.93567;-2.18361;0
137;147;9;?;0;?;1.27408;2.05556;?;?;?;?;?;-20;34.3333;-14.3333;?;0.468165;-2.20457;0
?;196;9;?;0;?;0.998146;1.33333;?;?;11.5556;?;18.1111;?;?;?;18.1111;0.430243;?;0
?;183;?;0;0;?;?;2.16667;1.79815;15.3704;12.6667;?;21;?;?;?;?;?;?;0
229;195;?;?;0;?;2.27792;4.11111;?;47.7037;?;58.8889;?;-15.7778;33.5556;?;?;?;-2.0527;0
?;?;?;?;0;0.444444;0.118519;0.666667;?;?;?;5.55556;2.88889;4.66667;1.66667;-6.33333;6.66667;0.564153;-0.783647;1
?;115;?;0;?;?;?;0.444444;?;?;10.6667;22.2222;?;?;?;?;?;0.533126;?;0
38;?;?;?;0;?;1.04172;?;?;?;61.1111;?;?;-21;?;-22.6667;82.6667;?;?;0
219;132;?;?;?;?;?;?;?;35.2222;29.5556;45.6667;30.4444;-17;?;-14.3333;?;?;?;0
?;?;?;?;0;0.388889;0.389682;1.05556;0.64693;?;17.2222;?;29.5556;-21.1111;?;?;29.5556;0.417328;?;0
?;?;?;0;0;2.44444;1.95126;?;?;?;17;?;28.5556;?;-9.77778;22.2222;28.5556;?;2.17552;0
7;?;?;0;?;?;0.729626;?;0.374079;?;?;147.556;?;-15.8889;26.7778;-10.8889;?;?;-2.21461;0
86;?;?;?;?;?;1.55556;0.666667;0.133333;?;?;28.8889;?;-2.22222;?;-17.2222;?;?;-1.64667;1
?;?;?;?;?;0.888889;0.562963;0.833333;0.3;?;7.33333;?;3.33333;4.77778;2.44444;-7.22222;7.33333;0.543871;?;1
?;99;?;?;?;1.61111;8.01852;3.05556;14.7741;?;?;9;2.33333;?;14.5556;-5.44444;9;0.9109;-2.25567;0
?;93;9;?;?;3.44444;?;1.05556;0.862962;?;9.88889;?;?;-13.5556;25.4444;-11.8889;?;0.577002;?;0
?;?;?;0;0;0.5;0.122222;?;0.151852;5.33333;?;?;2.88889;?;?;?;7;0.587963;?;1
37;?;?;0;?;0.777778;0.962963;1.27778;0.951852;?;1.11111;?;0.777778;?;4.11111;-2.55556;3;0.855556;-1.95982;0
25;?;?;?;0;5.72222;?;18;151.689;?;?;?;11.3333;-4;13;?;21.4444;0.646298;-1.79743;0
174;?;9;0;0;?;1.01111;1;?;?;?;43.7778;?;-22;36;?;43.7778;0.441507;-2.2388;0
97;63;9;0;?;0.722221;0.443052;?;?;?;?;?;?;-38.1111;51.5556;?;126.111;0.23689;?;0
6;?;9;0;?;?;0.107408;?;?;?;?;132.444;108.778;-23;47;-24;132.444;?;?;0
173;113;9;0;0;?;0.3;?;?;?;?;145.667;?;-25.3333;?;?;?;?;?;0
130;189;?;0.111111;0;?;0.983193;2.11111;?;58.6296;51.7778;?;?;?;44.1111;-23.5556;?;?;?;0
?;?;9;0;0;?;?;?;1.81046;48.2593;43.8889;?;42.2222;-13.1111;31.2222;-18.1111;?;0.278195;-1.98678;0
?;80;9;0;?;?;?;?;0.933332;39.7037;?;48.2222;?;-10.1111;?;-15.4444;?;0.282964;-1.96265;0
51;?;9;?;0;?;0.118518;0.222222;0.074074;0.703704;0.333333;?;0;?;3.22222;?;1.77778;0.888889;-1.92122;0
138;?;?;?;?;?;?;1.94444;?;?;50.1111;?;?;-20.8889;42.1111;?;71.1111;?;-2.08885;0
134;191;?;?;0;?;1.30668;?;?;61.6667;54.7778;76.6667;?;-20.6667;45;-24.3333;76.6667;0.302994;-2.04128;0
?;?;?;?;0;0.333333;?;0.555556;0.074074;?;6.33333;?;?;?;5.33333;-7;?;?;?;1
?;?;?;?;0;?;?;?;?;7.85185;?;?;11.2222;?;?;?;?;?;?;0
?;163;9;0;0;?;?;17.6667;?;40.4444;35;48.5556;?;?;24.3333;?;?;0.268978;?;0
?;189;9;0;0;?;0.462963;12.3889;84.5963;?;21.1111;?;?;-7.44444;17.2222;-9.77778;29.3333;?;?;0
80;?;?;0;0;0.611111;0.574132;?;0.772203;?;?;129;106.889;?;?;?;?;?;-2.43469;0
?;179;9;?;?;2;1.28236;3.55556;3.07439;?;?;?;43.7778;?;34.6667;?;?;0.296547;?;0
19;?;9;?;0;0.888889;1.67407;2.11111;?;?;?;?;2;-4.22222;?;-0.222222;3.55556;?;?;0
?;204;9;?;0;2.38889;1.69203;3.33333;?;19.4074;15.3333;?;?;-12.2222;?;19.7778;?;?;?;0
254;57;?;?;?;0.94444;?;?;?;?;?;146.667;?;-19;?;?;?;?;-2.18742;0
?;224;9;0;?;1.38889;1.84074;?;?;13.4444;?;?;18.4444;-10.3333;?;15;18.4444;0.457643;?;0
219;176;9;0;0.111111;?;?;?;?;60.2963;?;?;?;?;?;?;75.6667;0.314462;-2.03065;0
41;75;?;0;0.111111;15.3889;19.1363;26.6111;31.7136;?;47.4444;65.4444;?;-22.6667;?;-8.66667;65.4444;?;-2.35675;0
112;?;?;?;?;?;?;1.55556;0.474074;?;0.555556;7.66667;?;-8.44444;?;-4.44444;?;0.940741;?;0
?;166;9;?;?;1.77778;1.0963;2.44444;?;?;12.3333;?;?;-13.8889;-1.88889;?;?;?;2.51583;0
217;148;9;?;?;?;?;1.05556;0.507408;29.0741;?;?;?;-22.8889;37.4444;-14.5556;?;?;-2.23797;0
117;?;?;0;0;3.05556;2.55966;?;?;20.2593;?;?;?;-14.4444;-7.44444;21.8889;27.5556;0.441516;?;0
252;176;9;0;0.111111;?;?;?;?;52.9259;46.3333;67;?;-19.7778;42.2222;?;?;0.32042;?;0
125;46;9;0.111111;0;?;?;?;?;?;?;141;?;-35.3333;49.3333;?;?;?;-2.35769;0
?;?;?;0;0;0.777778;0.651852;?;?;?;?;1.33333;0.222222;?;?;-1;1.33333;0.416667;-2.15956;0
?;120;9;?;0;?;?;4.27778;?;49.4074;?;59.3333;?;-13.5556;29.7778;-16.2222;?;?;-2.03524;0
219;126;9;?;?;0.388889;?;?;?;36.1852;33.5556;43;?;?;?;-12.5556;?;?;?;0
200;189;9;0;0;?;1.08866;?;?;49.6667;?;?;?;?;33.6667;?;60.8889;?;?;0
25;?;9;?;0;?;?;0.722222;?;?;2;?;4.22222;?;?;-2.88889;9.33333;0.790011;?;0
245;23;9;0;?;?;?;?;1.22474;?;?;139.778;?;-36;50.3333;?;?;?;-2.35626;0
124;?;?;?;?;1;?;1.22222;1.29386;?;16.8889;?;17.2222;?;?;?;?;?;-2.11824;0
247;108;?;0.111111;?;?;?;?;1.95126;14.5185;?;20.5556;?;?;?;-8.55556;20.5556;0.45603;?;0
?;?;?;?;?;1.88889;?;?;?;20.1481;?;?;?;-13.4444;?;-13.1111;29;0.465278;-2.10152;0
115;?;?;?;0;1.61111;0.24074;2.38889;?;15.1481;?;?;?;?;?;13.8889;?;?;?;0
?;?;9;0;0;?;?;3.77778;?;?;?;?;?;-23.2222;48.4444;?;79.2222;0.311587;?;0
229;102;9;0;?;?;?;?;?;42.7778;?;54.4444;36.8889;-17.3333;35;-17.6667;?;?;?;0
239;137;?;?;?;?;?;?;?;40.8519;39.8889;?;37.3333;-2.88889;?;-10.5556;?;?;?;0
?;?;9;0;?;3.61111;7.21852;2.5;5.85556;?;?;13.3333;6.44444;?;?;-4;13.3333;?;-2.39449;0
80;?;?;?;?;24.3889;?;44.7222;1386.33;?;?;79;?;-26;34.6667;?;?;0.306281;-2.42213;0
?;138;?;?;?;?;0.562963;0.833333;0.3;5.74074;7.33333;?;?;4.77778;?;-7.22222;7.33333;0.543871;?;1
?;90;9;0.111111;?;?;?;2.83333;?;48.2222;41.2222;61.4444;?;?;?;?;61.4444;0.327632;?;0
34;?;?;?;0;?;1.63865;2.44444;?;?;11.3333;?;17.4444;?;?;?;?;?;2.83561;0
53;78;9;0.111111;?;?;?;?;?;?;?;125.667;101.667;-40.8889;?;-15.5556;125.667;?;-2.36808;0
231;198;9;0.111111;0;1;0.133333;?;?;?;?;14.2222;?;?;?;14.8889;20.7778;0.400903;?;0
140;103;9;0.111111;?;?;?;?;2.16667;21.8519;?;?;?;?;18.4444;?;?;0.416239;-1.6344;1
?;143;?;?;?;0.111111;?;0.444444;0.172133;0.666667;0.222222;?;?;?;?;?;?;0.888889;-1.98694;0
107;?;9;?;?;0.666662;0.516398;?;?;?;?;?;?;-33;?;?;?;?;?;0
?;?;?;0;0;0.166667;0.182574;0.222222;0.272166;1.37037;?;3.22222;0;?;5.55556;-4.11111;3.22222;1;-1.80307;0
?;?;?;0;?;1.72222;?;?;0.344266;42.2963;?;?;36.7778;-18.8889;?;?;?;0.334876;-2.139;0
152;155;?;?;?;0.5;0.611111;?;131.807;?;?;?;5.55556;-5.88889;11.1111;-5.22222;11;0.5;-2.11557;0
93;231;9;?;0;2.44444;?;2.66667;?;?;8.77778;?;17;-10.5556;-3.55556;14.1111;17;0.485216;2.39131;0
35;167;?;?;0;?;0.928959;1.5;1.13039;?;16.7778;15.6667;24.6667;?;?;16.8889;24.6667;0.365503;1.97157;0
?;123;9;?;0;0.944445;?;?;1.55556;?;41.1111;53.7778;?;?;26.8889;-15.7778;?;?;-1.97833;0
139;115;9;?;?;?;0.958392;0.722221;?;?;42.4444;56.3333;41.4444;-12.8889;?;?;?;?;-2.02113;0
?;?;?;?;0;?;1.08355;?;1.63299;?;?;?;19.2222;?;?;13.7778;19.2222;0.408965;1.86019;0
174;59;9;0;?;?;?;?;0.8165;?;110.556;138.778;?;-34.4444;50.2222;-15.7778;?;0.203326;?;0
215;?;?;?;?;0.333333;?;?;0.327731;17.1111;13;?;13.5556;-12.3333;?;-10.6667;24.7778;0.475;?;0
121;134;?;?;0;?;?;0.833333;0.077778;1.66667;0.666667;4;0.333333;?;?;?;?;0.937037;?;0
?;?;9;?;0;4.38889;1.70511;1.27778;?;?;?;25.7778;?;?;13;-8.33333;25.7778;0.270271;-1.90381;0
?;237;?;?;0;1;0.444444;?;?;?;6.55556;?;11.7778;-4.33333;-7;11.3333;11.7778;?;?;0
145;170;?;0;?;?;0.574134;1.22222;0.860663;16.4074;12.7778;16.8889;19.5556;?;1.44444;9.44444;?;0.346719;2.73707;0
219;80;9;0;0;1.27778;0.32963;?;0.933332;39.7037;?;?;34.5556;-10.1111;?;-15.4444;48.2222;?;-1.96265;0
?;13;?;0;?;?;?;?;?;?;?;145.444;?;?;39.5556;-11.1111;145.444;?;-2.36043;0
146;?;9;0;0;?;0.207406;?;?;?;?;121.444;?;-42;65.3333;-23.3333;?;0.294583;-2.27714;0
227;109;9;0;0;1.16667;?;?;0.389682;21.8519;?;?;?;?;?;?;?;?;-2.08276;0
?;129;?;?;?;?;?;?;0;?;0;0;?;0;?;0;?;?;?;0
?;?;9;?;?;0.611111;0.285185;0.666667;0.488889;?;?;?;?;?;?;-2.22222;?;0.981482;?;0
?;?;9;?;0;3.11111;5.0963;1.61111;?;?;14.3333;14.3333;22.8889;?;?;17.1111;22.8889;?;?;0
?;?;9;?;0;1.77778;1.04704;1.94444;?;?;?;?;?;-6.22222;-9.55556;15.7778;?;0.423123;?;0
237;?;9;0;0;1;?;?;?;7.33333;5.33333;?;?;?;-5.66667;?;?;?;?;0
186;?;9;0;0;?;?;?;?;49.963;?;?;?;-14.5556;34.4444;?;?;0.294774;-1.99344;0
?;118;?;0;0;0.055556;0.018519;1.05556;0.107407;5.62963;7;?;3.22222;?;?;-7.22222;?;?;?;1
?;109;?;?;?;0.888889;0.251852;2.83333;?;?;1.44444;?;3;?;?;-3.88889;8.44444;0.864482;?;0
208;?;9;0;?;?;?;26.4444;?;56.7037;?;?;53;-12.1111;23.2222;-11.1111;?;?;-1.97081;0
10;?;9;0;?;?;4.38896;?;?;?;?;?;?;?;?;-16.3333;54.6667;0.278044;?;0
2;?;?;0;?;?;1.76296;2.55556;3.4963;?;?;?;14.2222;?;14.7778;?;23.8889;0.402507;?;1
?;?;?;?;?;0.5;0.166667;1.11111;0.474074;?;7.77778;?;3.33333;?;?;?;7.77778;0.573633;-0.744272;1
36;?;?;0;?;?;?;?;0.488889;?;?;142.556;?;-27.5556;38.1111;-10.5556;142.556;0.153497;-2.36488;0
?;?;?;?;?;1.33333;1.03279;?;?;21.5556;?;28.6667;18.4444;?;21.3333;?;28.6667;?;-2.17742;0
?;?;?;0.111111;0;1.22222;?;?;?;?;18.3333;?;27.2222;?;?;14.6667;27.2222;0.327383;2.45383;0
167;?;9;0;?;0.611111;0.107407;?;?;31.1852;24;43.1111;26.4444;-21.5556;?;-14.2222;?;?;-2.2278;0
141;?;9;0.111111;?;?;4.4493;?;2.319;44.5926;?;54;39.4444;?;?;-15.4444;?;?;?;0
188;?;9;?;0;?;?;?;?;48.8889;?;?;?;-14;33.3333;?;?;0.292307;?;0
190;?;9;0;0;?;?;?;?;?;95.8889;126.889;?;-39.2222;53.7778;?;?;0.244289;-2.37181;0
136;?;?;?;0;?;1.4963;3.05556;?;?;24.5556;34.4444;?;-5.55556;?;-18.5556;34.4444;?;?;1
3;?;?;?;?;14.8333;?;43.3333;662.355;?;?;91.4444;?;-26.6667;35.3333;?;?;0.269733;-2.41165;0
238;55;9;0;?;?;?;?;?;?;101;?;?;-38;?;?;?;?;-2.3197;0
?;?;?;0;?;0.833334;0.3;2.94444;?;?;?;?;29.4444;-15.2222;?;15.4444;29.4444;0.350043;2.6043;0
57;?;9;?;?;?;0.207407;?;0.062963;?;7.66667;7.44444;?;?;?;?;8;?;?;1
243;166;9;?;?;0.611111;0.329629;?;?;13.3704;11.2222;?;?;?;?;?;?;0.330513;?;0
