ID-type;Right-Ascension;Declination;Blue_base_1;Blue_base_2;Red_base_1;Red_base_2;blue-band-flux_1;blue-band-flux_2;blue-band-flux_3;blue-band-flux_4;blue-band-flux_5;blue-band-flux_6;blue-band-flux_7;blue-band-flux_8;blue-band-flux_9;blue-band-flux_10;blue-band-flux_11;blue-band-flux_12;blue-band-flux_13;blue-band-flux_14;blue-band-flux_15;blue-band-flux_16;blue-band-flux_17;blue-band-flux_18;blue-band-flux_19;blue-band-flux_20;blue-band-flux_21;blue-band-flux_22;blue-band-flux_23;blue-band-flux_24;blue-band-flux_25;blue-band-flux_26;blue-band-flux_27;blue-band-flux_28;blue-band-flux_29;blue-band-flux_30;blue-band-flux_31;blue-band-flux_32;blue-band-flux_33;blue-band-flux_34;blue-band-flux_35;blue-band-flux_36;blue-band-flux_37;blue-band-flux_38;blue-band-flux_39;blue-band-flux_40;blue-band-flux_41;blue-band-flux_42;blue-band-flux_43;blue-band-flux_44;red-band-flux_1;red-band-flux_2;red-band-flux_3;red-band-flux_4;red-band-flux_5;red-band-flux_6;red-band-flux_7;red-band-flux_8;red-band-flux_9;red-band-flux_10;red-band-flux_11;red-band-flux_12;red-band-flux_13;red-band-flux_14;red-band-flux_15;red-band-flux_16;red-band-flux_17;red-band-flux_18;red-band-flux_19;red-band-flux_20;red-band-flux_21;red-band-flux_22;red-band-flux_23;red-band-flux_24;red-band-flux_25;red-band-flux_26;red-band-flux_27;red-band-flux_28;red-band-flux_29;red-band-flux_30;red-band-flux_31;red-band-flux_32;red-band-flux_33;red-band-flux_34;red-band-flux_35;red-band-flux_36;red-band-flux_37;red-band-flux_38;red-band-flux_39;red-band-flux_40;red-band-flux_41;red-band-flux_42;red-band-flux_43;red-band-flux_44;red-band-flux_45;red-band-flux_46;red-band-flux_47;red-band-flux_48;red-band-flux_49;Scale_Factor;binaryClass
?;20.071;?;?;298;?;?;?;?;8245.566;?;?;?;?;?;?;10214.056;?;?;12363.858;?;?;11551.601;11198.506;10589.447;?;?;?;?;?;?;?;?;?;?;6251.1167;?;5444.4316;?;?;4519.049;?;?;?;?;?;3741.9011;3377.4275;3296.9424;3492.8054;3309.1729;?;8389.79;7338.5186;?;5358.169;?;?;3517.101;?;2894.1345;2744.3655;?;2402.772;?;?;2285.728;2304.0034;2366.8433;2374.916;?;2506.9282;2544.2715;?;?;2527.6448;2477.0952;?;?;?;2193.346;?;?;1933.3685;1937.5431;?;1784.1488;?;1694.4143;?;?;?;1438.4965;1358.591;?;1374.5111;?;1252.8846;?;1085.4021;0;0
?;?;?;?;?;?;?;7009.798;6803.5083;?;?;7112.3496;?;8116.0166;?;?;?;12209.92;?;?;?;?;?;12011.301;?;11151.108;?;10037.342;9306.511;9172.759;?;7961.6724;?;7180.0347;?;?;?;5178.608;4747.572;4516.4946;4412.1465;?;?;3506.156;?;3348.0505;3178.8523;3063.1577;2975.618;?;2914.5767;?;?;7535.62;?;?;4144.783;?;3161.8193;?;?;2629.165;?;2326.8494;2261.6511;?;?;?;2629.2659;2579.7134;?;?;?;?;?;2511.054;2465.8892;?;?;?;?;2186.8318;1961.5173;1923.5175;?;?;1623.7157;?;1680.2205;?;?;?;1394.847;1369.6539;?;?;?;1159.1477;1169.2145;1097.6122;0;1
?;?;?;?;?;165;?;14565.5625;?;14525.478;14235.178;13602.679;12855.118;12034.8955;11496.35;10745.825;?;9849.028;9452.897;8975.013;?;?;?;8176.611;?;8321.87;8363.476;?;?;8227.8955;8031.7983;?;?;7163.4233;?;?;6475.3213;6136.9414;?;?;5038.5605;4694.1514;4314.9204;4181.0093;4038.0183;?;3676.3406;?;3391.9138;?;3224.1077;?;?;7497.487;6817.329;?;5042.3906;?;?;3561.7324;3256.0903;3018.6523;2944.815;?;2630.7292;2481.331;?;?;?;2002.2887;1916.6974;1917.4551;1783.476;1713.129;?;?;1431.0985;?;?;1364.3434;1245.7329;?;1166.0663;1135.3531;?;1102.7601;?;1052.0754;?;?;922.43225;997.87103;?;755.08624;?;810.6782;?;787.58765;?;638.86835;?;0
2;20.126;-60.087;?;149;?;?;12349.606;11915.94;11657.505;11019.875;10474.872;10038.766;?;9643.419;9629.109;?;?;?;?;?;?;?;9529.997;9323.033;8794.434;8665.077;?;?;?;?;7637.9175;?;7092.6772;?;6652.5835;6458.1997;?;?;?;5455.433;?;5354.5586;?;?;5230.8066;5328.065;?;4969.4185;?;4464.3564;8154.316;?;?;?;?;5551.6;?;?;?;?;?;3132.6284;2837.3977;?;2407.1956;?;?;?;?;?;1650.1782;1554.1005;?;1398.2805;?;1328.8665;?;?;1176.0237;1137.6129;?;1047.0546;?;?;933.18976;?;?;?;?;?;?;?;?;?;?;?;?;452.68784;?;0;0
?;?;-11.357;?;?;732;?;?;?;13185.827;?;12162.243;11102.222;10648.595;10367.319;10245.143;10104.801;10425.054;?;10432.878;?;10594.953;?;9816.229;?;8785.847;?;8327.142;?;?;?;6573.504;6327.747;?;?;?;?;?;?;4830.1353;?;?;?;?;?;4226.748;4491.536;3606.6404;?;4224.098;3382.3235;7740.8726;?;?;?;5216.771;4434.9814;?;?;?;?;3295.8638;2479.2664;2535.709;?;2277.5032;2449.9033;2329.0786;?;2002.9354;2014.6354;2003.141;?;?;2117.7458;1851.125;?;?;?;1733.8776;?;?;1744.0854;?;?;1272.2057;?;?;?;1211.2434;?;1065.622;893.4123;885.20807;?;?;?;854.041;?;?;?;0
2;20.186;?;?;1939;648;?;?;?;15632.497;14494.436;13951.341;?;11794.986;?;12193.881;?;?;?;?;?;?;?;8877.55;8300.823;8334.57;?;7797.7427;?;7300.1904;6784.3364;7054.458;6825.396;6214.163;6028.1206;?;?;?;5106.983;4730.07;?;?;?;?;?;?;4600.7534;4647.348;?;?;3469.0403;7283.33;?;6689.8887;6520.0386;5223.0674;4879.779;?;?;?;?;3062.6648;2741.1;?;1889.4097;2472.8135;2516.0571;?;?;?;1973.5946;?;1818.5409;1789.7999;?;?;1401.4226;1554.1215;1268.0546;1344.732;1339.5193;?;1403.2443;1173.8094;?;1126.4614;?;870.4997;1060.4116;710.1449;?;889.1615;?;1003.86707;?;?;?;?;?;?;0;0
?;20.189;?;?;804;362;420;12491.615;12815.852;12209.262;?;?;?;?;9798.556;?;?;10424.936;?;?;11822.977;?;?;10445.266;?;9690.973;9131.702;9172.504;8949.546;7834.844;?;7300.9907;6664.942;6508.9497;6280.386;?;5344.586;5240.2144;5394.0117;4496.977;?;?;?;?;4114.6006;?;?;4190.7637;?;?;?;?;?;6876.3955;6177.632;5187.2754;4261.1807;?;3804.6929;3421.6252;2947.898;2758.903;2662.0552;2587.5752;2358.2302;2154.0393;?;?;1999.3934;2088.3865;?;?;2023.3899;1935.2534;?;?;1901.2382;1693.172;1787.954;1662.2622;?;?;1596.4926;?;?;?;1251.783;?;1229.534;?;?;989.7225;?;896.4297;871.43164;812.9523;801.93176;769.98895;636.1834;658.68634;?;0
4;20.207;?;?;?;646;673;23411.555;21337.928;19241.063;?;15906.233;?;13844.192;12743.382;12615.1875;11822.25;?;10914.157;?;9636.27;8838.278;?;?;?;7803.7896;7890.5337;7819.5063;6874.201;6684.2197;6608.0645;6345.6846;6080.73;?;5682.7827;?;5052.083;5431.271;5044.817;?;?;4162.2896;3977.637;4033.5525;?;?;3929.7566;3385.6016;?;?;?;7695.299;7041.2446;?;5549.7036;?;4257.589;3859.9321;3371.7917;?;?;?;?;2212.105;?;1766.5797;?;1742.7965;?;?;1466.7543;1323.0527;1275.0796;1271.1002;?;1092.4795;935.9434;955.31757;?;?;?;?;749.7885;?;768.0413;?;620.7988;704.983;?;?;?;?;?;664.53906;409.9463;326.08316;?;763.6654;488.4167;363.20316;?;0
?;?;?;249;252;213;?;7123.976;7296.9604;7573.0234;?;?;?;?;10359.528;?;11717.198;?;12339.34;?;12253.953;11803.41;?;?;10450.517;?;?;9354.683;?;?;?;?;?;?;?;?;?;?;?;?;?;4317.227;4071.5786;?;?;?;?;3094.033;3148.7068;2999.7747;?;?;8030.254;?;6446.0884;5288.929;?;3842.7344;3604.5872;3324.512;2963.0562;2779.8142;2693.34;2542.0164;2492.5447;?;2411.5496;2340.5715;2568.681;2486.3254;2452.3618;?;2408.71;?;2409.718;?;?;?;?;2099.6604;?;?;1792.5065;?;1833.4435;?;1599.5868;1634.7551;?;1456.9983;?;?;1312.0128;?;1259.1233;1156.9839;1076.492;?;1154.7866;?;0;1
?;20.269;?;?;?;?;853;9730.005;?;?;?;8254.777;8228.903;8630.509;?;?;?;11328.933;?;12196.523;?;12755.181;?;11737.7705;11305.664;?;?;10200.982;?;9204.322;?;8013.3345;7784.5757;7316.4194;6630.481;5612.014;5727.6597;4968.69;4341.1274;3943.0796;?;?;?;?;3519.8218;3963.3967;?;?;?;?;?;9875.618;?;7829.7056;5829.963;4352.4355;4155.377;?;?;?;?;2632.2393;?;2371.8723;2082.1196;?;?;2441.9329;2285.3528;1866.0741;2038.8004;?;?;?;2103.0852;2093.03;?;?;?;1786.9757;?;?;1647.4407;1798.8455;1838.8563;?;1415.0835;?;1345.5612;?;?;1455.8958;1053.7091;909.27747;1034.2406;?;1377.3236;1189.7073;1193.3303;1075.5763;0;0
?;20.277;?;771;?;?;?;?;9372.81;9100.385;8592.22;?;?;?;9711.462;?;?;11108.873;11791.025;?;12375.783;12514.189;11727.128;?;11067.691;?;?;9772.738;?;8755.083;?;8251.38;?;7175.286;6869.6675;?;?;5339.5513;4979.481;4965.6377;?;?;?;?;?;3763.8457;3665.5977;?;3435.0625;3403.6401;?;?;?;7799.9126;6641.4365;?;?;?;3551.2183;3284.5027;2948.3267;2794.8464;?;?;?;?;?;?;2204.1584;2003.2772;?;2043.2263;1981.4602;?;?;2088.0022;?;?;?;?;?;1573.8242;1577.7015;1529.802;1442.3912;?;1256.7141;1253.8594;?;1301.3536;?;1186.7029;?;?;?;1027.0751;972.5466;?;?;661.8219;0;0
0;?;?;1390;1348;798;?;12392.202;12102.909;?;12819.303;?;?;?;?;?;?;?;7606.055;7507.7236;6691.0537;6675.512;6655.4365;?;?;?;6654.8;?;7215.3525;?;?;6782.8447;6818.36;6915.606;6612.2686;?;6656.1216;?;6315.931;?;?;5630.1426;5770.9805;?;5246.972;?;4844.9146;?;?;4577.596;4606.9424;?;?;?;6768.9175;?;5790.4995;5472.2954;?;4290.894;4365.8735;?;3845.821;3414.9275;?;3276.078;3262.418;?;2751.7827;?;2528.8794;?;2453.648;?;2075.8132;?;?;1994.8618;1860.9939;1745.2139;?;?;?;?;1759.871;1636.6493;?;?;?;?;1278.2407;?;1363.2545;?;1273.6254;1313.1571;?;1329.0015;?;?;0;0
?;?;35.459;?;?;?;?;11261.462;?;?;10788.171;?;?;9364.201;8648.259;?;?;?;9171.261;?;9863.418;?;9794.567;9854.893;9700.586;?;9284.826;8747.931;8870.721;?;8055.698;7599.538;7445.6943;7000.9307;7172.0576;?;6060.9966;?;5964.2676;5005.622;?;5026.363;4357.387;?;?;4144.512;4135.301;4566.813;3817.5225;3887.5002;?;9306.487;8118.752;7462.1504;6951.0737;5814.305;4968.539;4590.3335;?;3729.48;?;2795.2725;?;?;2771.2808;?;?;2490.3735;?;2402.5217;2452.5461;2318.9604;2401.4966;2197.3108;?;?;?;2235.2246;1967.5288;2021.8875;?;1771.8607;1706.1836;?;?;?;1678.0239;?;1306.6295;?;1154.1956;1437.4636;?;?;?;1105.854;843.9337;1124.4105;?;?;0;0
?;?;?;?;227;?;?;?;?;5699.6064;5694.955;5737.0444;?;?;6986.2036;?;?;10171.872;?;12442.747;?;?;13299.056;13033.402;12252.382;?;?;10600.6455;?;9459.199;?;8503.307;?;7562.5483;6949.246;6518.7324;6089.597;5597.247;5205.2256;4851.6895;4522.894;?;?;?;3617.293;3460.3035;?;3316.7495;3161.1426;3108.613;?;?;?;7915.927;?;5393.4136;4512.888;?;3392.3477;?;?;2633.87;2523.0957;2452.193;2410.1677;?;2453.973;?;2640.7612;?;?;?;?;?;?;2730.7163;2628.3591;?;2545.9846;?;2363.3167;?;2176.5544;?;1995.3175;1886.1553;1785.245;1795.6611;1723.6238;?;1568.5713;?;1474.0104;1429.4861;1452.3087;?;?;?;1209.6853;1079.9806;0;1
0;?;36.4;1980;?;1099;1110;16900.658;?;?;14528.708;14261.252;12699.542;?;11196.394;10211.175;9463.718;8815.136;7678.3022;?;?;6889.721;?;?;7270.966;?;?;8222.307;8046.951;8033.615;8409.578;?;7837.78;?;?;?;7272.7095;?;6208.3022;5778.143;?;5679.582;4862.175;5065.394;4713.037;?;?;?;?;4028.5571;3448.8643;8267.263;?;?;?;6705.1045;5648.047;4847.7446;?;?;?;?;2917.1868;2335.8237;2103.803;2210.6013;?;?;?;?;?;1492.1313;1399.0691;?;1570.7136;?;1279.4141;?;986.0327;?;1008.334;873.2358;799.1701;998.682;?;833.73804;1104.8125;?;1287.1202;1543.476;981.2213;1361.7441;?;?;?;638.4684;873.80383;?;721.5796;?;?;0
?;?;?;?;?;1206;1262;9618.808;8821.616;9404.93;?;9240.11;?;8715.5205;?;9041.264;?;10134.377;?;11269.068;?;?;?;9560.29;?;8633.445;?;?;?;?;?;7755.1587;?;?;?;7137.343;?;?;5898.717;5657.6816;?;?;4605.8184;?;?;?;4601.7046;?;3896.1433;4101.039;?;?;?;7942.1284;?;6165.8003;?;?;4491.2344;4049.1829;?;?;2864.03;?;2714.9932;2508.7053;?;2493.1863;?;2141.5637;2624.1787;?;?;1884.478;2190.9324;?;2014.4393;?;?;?;?;1295.8335;?;1718;?;?;?;?;?;?;1297.9323;?;1175.2842;831.8143;1086.7523;?;?;1390.9882;1094.9724;250.93117;0;0
?;?;75.09;?;680;416;460;11019.021;10456.22;?;?;?;8696.046;8113.428;8320.314;8586.056;8578.862;8628.168;9224.597;?;?;?;?;?;?;9238.676;8936.363;8676.423;?;?;7842.565;7548.56;7167.5015;6858.2256;6656.0293;?;5813.987;5684.769;?;?;5141.871;?;?;?;4733.454;4745.4966;?;4655.4824;4309.8755;4070.1658;?;?;8000.382;7085.7856;6321.8403;5815.609;?;4792.681;4426.5786;?;3703.882;?;?;?;2752.9802;2795.3362;2585.93;2660.0947;?;2708.4739;2580.3252;?;2573.5078;?;2458.508;2379.8513;2275.3237;?;?;?;2166.772;?;2096.6802;2049.885;?;?;?;1671.0199;1503.0857;?;1360.1985;1273.4714;1280.8773;1274.1721;1118.0511;?;1137.6208;?;?;?;0;0
4;?;-28.428;93;121;?;77;18470.771;?;16096.9;15067.684;14070.216;?;?;11813.148;?;?;10153.375;?;9595.544;9083.404;8875.434;?;8291.594;?;7480.151;7432.7173;?;7108.3643;?;6629.1743;?;?;5988.829;5924.677;?;5520.2295;5290.027;?;4825.912;?;4613.7324;4611.215;?;?;?;?;4363.6025;?;4110.466;3962.4463;?;6672.9556;6045.85;5622.201;5221.0034;?;4631.4873;4331.201;3937.6575;?;3423.1204;?;?;2698.217;?;?;?;2084.123;1981.9752;1907.8392;1856.1158;1770.8248;?;1680.5369;?;1515.6799;1510.7144;?;1364.6132;?;?;1288.3162;1251.7152;?;?;1065.479;1045.7195;973.7234;911.0684;?;845.5003;?;722.1262;?;?;?;581.8501;?;564.944;0;0
?;?;38.247;1281;1233;780;?;14116.2295;14749.73;14521.679;?;?;13019.684;?;11392.598;10620.394;?;?;8073.88;?;7723.5225;?;?;?;?;6473.098;7112.8438;7041.4067;?;6814.0244;?;7380.521;7080.9634;?;?;6038.631;6465.392;?;5899.9272;6269.221;?;5727.342;5473.279;?;4299.5684;4736.373;5014.3804;?;?;?;?;6965.078;?;6579.297;?;6456.9688;5572.2837;4940.9707;?;4058.3865;?;?;3512.3257;3191.771;3212.4333;?;3133.8005;?;?;2594.3394;?;2027.4576;2112.2607;?;?;?;?;1666.2538;?;?;?;1400.5924;?;?;?;?;1072.6611;1142.204;1259.0422;1147.8318;1141.351;913.5784;?;659.04395;927.8974;1021.06854;967.2745;937.1274;945.83044;903.85443;?;0
4;?;?;1139;?;?;883;13828.262;?;?;13608.792;13084.801;?;?;?;?;?;?;10894.294;?;10374.45;?;8981.065;8931.457;8729.846;?;7919.523;?;?;?;?;7066.007;6968.92;6642.9854;6222.699;?;5724.404;5709.2734;?;5146.198;?;4595.258;4704.028;4645.094;4825.4365;4815.371;4176.4717;?;?;?;4181.3545;?;7336.7075;6446.8;?;?;5003.0938;4479.8896;?;?;3951.193;?;?;?;2586.365;2405.3833;?;1910.6343;1979.3953;?;?;1492.1785;1649.9822;?;?;1269.2068;1299.4686;1254.6154;?;1068.8187;1020.4514;1225.3491;?;?;?;733.10925;?;997.866;?;?;810.69244;683.664;?;?;828.30865;?;?;?;599.5738;591.2882;0;0
?;20.445;21.093;?;925;?;?;8298.403;?;?;?;?;?;?;?;?;10479.585;9836.604;?;9467.947;?;9118.926;8883.269;?;8371.584;?;?;8061.5786;?;7386.0864;7023.5386;7019.8335;?;6876.2813;6248.364;6122.364;6010.2134;?;5060.1606;?;5147.4097;4662.583;?;?;3888.877;?;3874.6133;?;3589.207;3511.698;3602.6494;7816.095;7570.848;6889.594;6164.6226;5277.0776;?;4198.0566;3854.2598;3661.6958;3481.903;?;3176.7593;?;2951.4846;?;?;?;3252.7327;3106.9187;?;3080.7993;3197.0286;3045.608;2918.4536;?;?;2821.0361;2739.0127;?;?;?;?;2357.0127;?;?;2140.3494;2055.098;?;1937.7372;1965.625;?;?;?;?;1739.5914;1588.7489;1833.6864;?;?;?;0
?;20.46;40.019;219;152;76;198;?;?;?;12232.675;?;8397.748;?;?;4448.509;3534.6821;2840.4558;?;2234.5486;2098.595;?;?;?;2400.5725;?;2597.0457;?;2893.9707;3082.6172;3306.8206;?;3891.284;?;?;4899.324;?;?;?;?;6254.7944;?;?;6728.876;6710.0356;6694.28;?;?;?;6522.8667;6462.2007;2601.3157;2912.4116;?;?;?;?;?;?;7135.048;6890.5493;?;6575.096;6303.053;?;5568.9805;5300.2813;?;4735.2563;?;4232.369;?;3957.0913;?;3815.0537;?;?;3531.997;3474.3438;?;?;?;?;?;?;3716.8877;?;?;?;?;3950.1807;4004.355;?;3876.1404;3965.9731;?;3953.9233;4029.9124;?;?;?;0
?;20.496;32.351;2057;1875;?;?;13409.163;?;?;?;11834.6;?;10571.816;10111.705;?;9667.439;10331.088;?;11098.643;10263.785;?;10424.597;?;9814.337;8890.761;?;7836.68;8847.604;?;?;6784.341;6419.794;?;6511.5317;?;?;5249.292;4687.006;3960.1328;3896.591;4040.8594;4200.673;?;4019.6301;?;4306.098;3192.6816;?;3993.3687;3110.2195;?;?;?;5752.8613;5222.6064;4072.2866;?;?;?;?;?;?;?;2210.3367;?;2490.5378;?;2200.91;?;1835.084;?;?;?;?;2047.2615;2159.679;2332.7197;2233.8315;?;?;1703.3533;?;1954.1936;1424.0374;1271.4684;1475.7023;1366.4379;1227.7299;?;?;1326.0319;?;?;695.15454;?;1157.3416;?;724.0658;921.3883;0;0
?;20.517;40.494;402;?;183;183;?;?;?;12968.836;12881.302;?;12301.223;?;11371.716;?;?;9402.518;8865.431;?;?;?;?;7275.33;6985.0317;6975.254;6812.378;6755.2173;6618.13;?;6193.6016;?;6033.384;?;?;?;?;?;5153.389;?;4993.424;4810.4775;4637.029;?;?;?;?;4003.0427;?;3816.1963;?;6447.3716;6019.173;?;?;5135.674;4895.8286;?;4168.162;?;3630.2034;3542.1245;?;?;3001.456;?;2924.2175;?;2655.916;2552.9314;?;2360.513;2329.3467;2271.079;?;?;?;2105.7617;2050.2043;?;1967.5459;?;?;?;1620.6508;1596.2596;?;?;1495.9852;1528.5067;?;1406.5514;?;1379.4502;?;?;1260.2051;?;1009.51904;?;0
?;?;38.5;?;1587;857;930;?;13642.788;?;?;10248.303;9450.809;?;7609.688;6968.2554;6208.8247;6074.1753;?;6005.368;5694.675;?;6009.683;?;?;?;6464.173;?;?;?;6712.4404;?;?;?;?;6851.8076;?;?;6533.363;?;?;?;?;5455.635;5727.962;5735.034;4882.9673;4999.6343;4734.664;4741.8477;?;7287.105;?;?;?;?;?;?;?;?;?;?;3405.3586;?;?;2650.4595;2560.386;?;3208.7454;2530.0557;?;?;2714.0427;?;2683.4224;?;?;2669.4036;?;?;?;?;?;?;?;2107.2637;?;?;?;?;1780.2228;2057.1743;?;?;1481.291;?;?;1407.0333;?;?;?;0
?;20.568;53.648;553;?;?;?;17789.164;17446.996;17218.256;16647.781;16188.828;15053.848;14812.255;13456.466;13005.39;?;?;10468.401;?;9568.697;9138.756;8603.099;?;7892.6533;8097.4663;?;?;7728.188;7651.756;7458.2637;7087.28;?;6556.928;?;5936.046;5882.499;5551.3545;?;?;?;4427.225;4133.978;3836.9758;?;3530.1057;?;?;?;?;3093.7998;8041.637;7308.0527;?;?;?;?;4070.075;?;3091.1128;?;?;?;2387.8108;?;2008.0781;?;1796.5715;?;?;1483.3232;1462.6913;?;?;?;1333.1987;1169.1527;922.02875;1050.7579;865.9986;?;?;844.4163;?;?;?;?;?;?;690.7559;?;635.11035;?;749.4911;?;431.43;456.5561;256.94916;?;?;0;0
?;?;?;?;481;?;406;?;7553.9688;7737.081;7757.5527;?;?;8557.18;10020.799;?;?;?;?;?;?;?;?;?;11551.286;10952.918;?;?;9755.977;?;?;7984.056;?;7232.95;?;6543.2915;?;5451.2197;?;4687.4785;4651.7363;4263.4795;3995.127;4087.8787;3742.4824;?;?;3360.0461;?;2983.3577;3081.9067;?;8894.929;7558.0996;6485.387;5435.5786;4649.874;?;3288.4382;?;?;2770.2275;2504.3293;?;2329.454;?;?;?;?;?;1998.2612;?;?;1917.9377;?;?;?;?;1750.7101;1573.7408;?;1488.1733;1569.583;1452.6227;1411.3207;?;?;1361.7148;1231.9788;?;1119.5505;1162.5474;1097.0858;985.9639;?;?;885.30383;?;912.92194;744.77234;0;1
?;20.594;18.092;231;?;?;166;23853.123;22356.424;20429.695;?;16828.016;?;14746.327;13716.518;?;12238.52;?;10709.288;?;9690.828;?;8525.818;?;?;?;?;6925.7183;?;6457.3003;?;?;5856.1587;?;?;?;?;?;?;4465.2207;?;?;3964.5222;?;?;?;3692.8752;3648.193;?;?;3272.272;?;6490.0938;?;5283.5723;?;4204.0796;3911.12;?;3220.1084;3019.984;?;?;2319.3948;?;?;?;1643.4144;1548.3268;?;1382.577;1456.084;?;1234.1144;?;1092.7704;990.32874;961.1908;932.0505;822.27094;817.5617;?;861.89496;808.3087;740.0594;?;662.20044;699.01807;594.10864;467.2056;609.0909;582.3701;?;448.2872;526.63446;?;?;444.00757;409.9466;336.78775;0;0
?;?;11.916;?;1872;1002;?;8993.0625;?;?;?;?;9166.555;?;8777.69;8945.766;?;9742.142;?;9781.596;9613.3125;9197.087;?;9338.764;8776.512;?;8536.268;8951.716;7930.773;?;7351.7725;?;?;?;5960.5313;6248.0405;?;5749.715;?;5280.2407;5652.9375;4940.2456;?;4673.419;4175.24;?;?;3966.2979;4187.009;4204.0737;?;?;?;?;?;5813.756;5299.2314;?;?;?;3772.2998;?;?;?;3434.3801;2732.0945;2991.8464;2967.6914;3119.67;?;2944.4844;?;3419.9058;2696.233;2573.9846;?;?;2275.626;?;?;2222.9993;?;?;1817.0785;?;2059.2795;?;?;?;?;1653.8478;?;1922.5548;?;?;?;?;?;?;?;0;0
?;20.661;47.962;?;?;?;?;?;16523.715;16243.574;?;14919.685;14410.664;13548.663;?;?;11322.701;?;10088.08;9425.345;?;8961.407;?;8630.306;8741.739;8730.855;?;9013.166;?;?;8419.636;8078.509;7532.932;?;6868.1743;?;5998.9775;?;?;?;?;3917.792;?;3434.8372;?;?;2988.2766;?;2819.8972;?;2614.831;9136.197;8341.899;7451.5225;?;5298.6416;?;?;3129.3455;?;2607.081;?;2397.6821;?;?;?;?;1786.1796;1692.923;?;1600.8046;1509.3254;?;1357.8485;1317.0725;1246.5973;1205.8368;?;?;?;?;991.65533;971.9051;915.4638;893.97784;?;?;822.5622;?;755.17285;?;?;?;660.6418;656.6792;?;?;602.8763;?;?;0;0
?;20.673;?;1190;1246;?;?;8601.904;8863.517;8847.184;?;?;10046.007;10137.253;?;11202.1455;?;?;?;?;?;10501.561;?;9732.365;9897.728;?;?;?;?;8500.875;8156.0127;7706.415;7558.9897;7214.166;6675.9717;?;6068.3003;?;5435.1567;4965.505;?;4469.4;4233.4487;4147.9146;?;?;?;3323.7493;3512.2156;?;?;?;8179.084;7242.9063;?;5718.6367;?;?;3644.3042;?;3227.2942;3069.23;2721.8599;2739.8142;2589.9446;2590.5242;?;2352.7537;2536.0823;?;2544.2717;2358.3855;2423.6577;?;?;?;2116.943;?;1977.8286;?;2096.6445;1783.4167;?;1786.8567;?;?;1500.0594;?;1372.0619;1303.3864;?;1206.3666;1144.4486;1293.3854;1094.5149;?;1182.9558;?;934.36804;?;?;0
?;20.696;-5.015;?;?;?;995;?;?;?;?;?;?;11284.001;9871.531;10821.7705;10824.9375;10560.712;11174.22;10363.386;?;?;?;?;?;8361.313;8262.943;?;?;?;7553.5625;?;6708.485;6797.9663;6309.739;6043.1704;6280.48;5428.8364;5061.8604;5594.7515;5233.7266;4438.3105;4428.9893;?;4345.3853;?;?;4500.85;?;4046.5408;3898.4604;8247.474;?;7295.93;5833.2793;5243.9634;4997.5244;4346.2993;?;?;3210.102;2919.6433;3131.6118;2718.6096;?;?;2070.89;2240.2156;2031.3164;1911.1053;?;?;?;1989.0906;1823.2201;?;?;?;1814.5503;1363.6251;?;1364.6373;1404.3284;?;?;?;?;1292.7662;?;?;1282.1746;?;?;958.4679;680.67175;?;?;810.7433;561.07184;?;?;0
4;20.72;17.907;?;440;?;248;15024.1875;?;13419.705;?;?;?;10272.329;?;?;?;10037.295;?;10458.186;10658.502;?;?;?;?;?;8849.005;?;8065.549;?;?;7185.426;6908.771;6522.6104;?;5797.2695;5694.3457;5140.826;5119.288;4823.9546;?;4231.76;?;?;4034.3274;3937.766;3714.4832;?;3706.0361;3540.6716;3242.3242;?;7896.89;6806.132;?;5138.1235;?;?;3778.9375;?;3109.9543;?;2633.6655;2529.3774;?;2428.9097;2371.7046;2311.412;2291.8413;?;?;?;?;2152.2866;1974.8971;1979.032;?;1879.4265;?;1684.4855;?;1580.3889;1554.9727;1462.3014;?;1400.6241;?;1252.9725;1191.6918;1030.2948;1031.6343;1039.249;868.51495;?;954.2337;911.8449;?;831.8054;?;661.0744;0;0
0;?;?;656;571;238;?;13474.292;?;?;?;?;13167.714;12389.342;11651.615;11085.674;?;?;9327.294;?;8395.51;8192.589;?;7770.072;?;?;7572.4385;?;7396.8374;7481.585;7290.4746;7342.015;?;6792.373;?;6444.6265;6254.8984;?;?;5568.0356;5323.9736;5004.532;?;4769.5586;4653.555;4533.0176;4211.9927;?;?;4077.8582;?;7833.756;7302.159;7023.8765;?;6010.828;?;4642.32;?;3762.4006;?;3322.8071;3136.989;3124.5496;?;?;?;?;?;?;?;?;?;1830.73;?;?;1660.2786;?;1378.4287;?;?;1258.0061;?;?;?;1027.8323;?;?;?;?;948.8226;958.08057;?;806.3073;?;933.4315;?;700.3532;626.7877;?;?;0
?;20.734;-1.087;791;?;?;?;?;8670.939;?;?;?;8725.966;?;9264.132;10040.803;?;11619.297;?;?;?;11885.582;?;11594.038;10986.475;?;?;?;?;9050.073;?;8169.959;?;?;6894.8765;?;6081.1;5913.709;5470.848;?;4699.5166;4521.416;4337.976;?;?;3767.614;?;3698.684;3354.1501;?;3380.9556;9443.425;?;7679.441;6622.549;?;4752.428;?;3578.4265;?;?;2730.5408;?;?;?;?;?;?;?;?;2123.1309;?;?;?;2105.3318;1957.8723;?;?;?;?;1596.0353;1501.8822;?;1477.2853;1384.4965;?;?;1307.125;?;?;?;?;?;1032.8705;?;949.9466;?;?;879.5101;?;0;0
