attr1,attr2,attr3,attr4,attr5,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr47,attr48,attr49,attr6,attr23,attr46,outcome
216.0,?,1385.89,692.45,?,?,?,?,0.19,81.3,?,0.22,?,0.12,?,54.98,?,?,?,0.21,67.87,?,421.21,1.83,?,1.09,3.42,?,-0.29,?,?,?,?,1170.0,0.01,?,64.0,39.0,?,300.0,?,?,2.94,?,65.84,?,132500,0.0,?,0
225.0,74.0,?,?,137.0,?,?,?,0.28,67.3,0.25,?,0.73,?,0.57,48.95,16.71,0.6,?,0.3,?,0.49,421.21,1.83,14.78,1.84,?,?,?,2.19,?,?,?,?,?,40.88,64.0,?,1063.01,?,92.81,49.79,11.45,8070.74,65.71,?,185000,0.0,?,0
227.0,63.0,?,934.33,138.0,31.78,?,2730.0,0.24,?,?,0.3,?,?,0.29,?,?,0.57,?,?,?,0.47,?,?,14.78,?,3.67,-2.85,?,?,?,?,33.0,?,0.01,47.32,64.0,39.0,992.47,282.84,?,71.71,?,4915.12,?,7.39,?,?,0.0,0
228.0,?,1014.64,?,?,?,4.33,?,0.12,?,?,?,0.3,?,0.22,?,41.84,0.67,0.14,?,67.87,0.54,421.21,?,?,1.99,8.0,-3.0,-0.33,?,?,1.95,?,?,?,32.69,?,39.0,?,320.16,?,110.87,3.19,?,65.71,7.4,?,?,0.0,0
231.0,?,1190.9,374.55,62.0,?,7.59,4030.0,0.24,?,?,?,0.65,0.15,0.51,?,?,?,?,0.32,?,?,?,?,?,?,?,-3.99,-0.2,?,?,?,?,2880.0,?,50.36,?,39.0,1253.0,335.41,?,84.41,?,6648.87,?,7.64,?,?,0.0,0
232.0,157.0,906.41,?,?,30.15,?,3420.0,0.21,114.8,0.25,?,0.46,0.11,0.36,?,23.63,?,0.2,?,?,?,?,?,?,?,?,?,-0.47,?,0.0,2.16,?,?,0.01,?,?,39.0,?,670.82,?,153.84,?,?,65.99,7.06,392500,?,?,0
233.0,?,?,?,?,31.04,6.09,?,?,77.4,?,?,?,0.15,?,?,?,?,0.21,0.28,?,?,?,?,?,-0.57,?,-3.57,-0.39,1.94,?,?,?,?,?,?,64.0,?,667.08,?,132.25,?,5.04,5827.0,65.96,7.45,?,?,?,0
235.0,61.0,498.44,200.0,?,37.87,?,?,0.06,62.0,?,?,?,?,?,?,579.41,0.68,?,?,?,0.56,421.21,?,14.78,1.72,6.23,-1.16,?,?,0.0,?,?,2160.0,?,?,64.0,39.0,?,?,216.38,147.31,2.13,19749.62,?,6.94,?,?,0.0,0
237.0,131.0,?,616.95,?,?,?,2880.0,?,113.7,?,0.21,?,?,?,?,?,0.67,?,0.19,67.87,?,?,?,?,?,?,-2.97,-0.31,?,0.0,?,?,?,0.01,?,64.0,39.0,?,657.65,?,203.73,1.9,6675.87,65.78,7.62,327500,0.0,0.0,0
244.0,?,?,31.34,110.0,33.65,?,?,?,?,0.21,0.29,0.64,0.11,0.53,64.86,?,0.61,?,?,?,0.5,421.21,?,?,?,?,?,?,?,0.0,2.24,31.0,1980.0,?,30.57,64.0,39.0,?,?,?,102.07,3.38,?,?,?,335000,0.0,0.0,0
245.0,57.0,?,552.28,?,?,?,1990.0,0.18,?,?,?,?,0.11,0.25,?,33.22,?,0.15,?,?,?,421.21,?,?,1.12,5.18,-2.92,-0.33,?,?,1.95,?,?,0.01,27.79,64.0,39.0,806.23,?,?,?,?,6781.15,65.75,?,?,?,0.0,0
?,?,?,439.86,?,?,7.01,1960.0,?,?,?,0.3,0.5,0.11,?,?,?,?,0.23,?,?,?,?,1.83,?,?,2.89,-3.93,-0.21,1.95,0.0,1.95,23.0,?,?,?,64.0,39.0,?,?,?,66.75,4.33,?,65.69,?,?,0.0,?,0
254.0,54.0,?,46.94,?,?,?,2130.0,?,?,0.3,?,0.61,?,?,20.63,8.13,?,0.28,0.4,?,?,421.21,1.83,?,?,2.05,-3.21,?,?,0.0,1.99,?,1350.0,0.01,?,64.0,39.0,632.46,?,136.16,?,?,?,65.53,7.85,?,0.0,?,0
257.0,62.0,?,?,?,29.94,?,1580.0,0.26,?,0.28,?,?,0.21,0.28,23.34,?,0.54,0.24,0.31,?,?,?,?,?,0.59,?,-2.7,-0.32,?,0.0,1.94,?,?,0.01,?,64.0,39.0,?,?,?,?,2.69,5584.99,?,7.35,155000,?,0.0,0
261.0,?,1321.42,761.28,119.0,?,6.07,2220.0,0.2,?,?,0.31,0.45,?,0.25,?,?,?,?,0.32,67.87,?,421.21,?,?,?,?,?,-0.47,?,0.0,?,?,?,?,37.2,?,39.0,?,335.41,?,91.35,1.59,?,?,?,132500,?,0.0,0
266.0,?,?,162.41,?,?,?,?,0.03,?,?,?,?,?,?,?,390.86,0.67,?,?,?,?,?,?,?,0.63,?,?,-0.33,?,?,?,24.0,?,?,24.57,64.0,39.0,?,291.55,?,?,?,20229.62,?,?,?,?,?,0
267.0,?,1352.54,204.51,?,?,?,1930.0,?,79.0,0.26,0.34,?,?,?,?,13.38,?,?,0.32,?,?,421.21,?,?,0.47,?,?,-0.61,?,0.0,2.2,?,?,0.01,?,64.0,39.0,?,269.26,171.71,?,4.17,7743.74,?,7.87,?,0.0,?,0
269.0,?,?,266.16,?,?,?,1940.0,?,82.5,?,0.04,?,?,?,?,648.85,?,?,?,67.87,?,?,?,?,1.68,5.91,-2.14,-0.3,2.2,?,2.2,30.0,?,0.01,?,?,39.0,583.1,403.11,?,121.97,2.67,20189.05,65.52,6.89,?,?,0.0,0
271.0,?,1263.12,?,?,?,?,3690.0,0.25,?,0.25,?,?,0.17,0.3,99.46,?,?,0.22,?,67.87,?,421.21,?,?,?,2.75,-3.01,?,?,0.0,2.17,40.0,2340.0,?,28.52,64.0,?,1261.94,430.12,?,75.75,4.45,?,?,?,?,0.0,0.0,0
272.0,?,1248.79,856.47,?,?,9.02,5590.0,?,140.9,0.28,0.36,1.23,?,1.12,34.99,16.16,?,?,?,67.87,?,421.21,?,?,?,?,?,?,2.17,?,2.17,?,?,0.01,?,64.0,39.0,?,1140.18,543.99,284.96,?,5574.81,?,7.54,?,?,?,0
280.0,51.0,1284.37,13.27,?,29.96,?,1890.0,?,?,?,0.37,0.9,?,0.7,?,10.1,?,?,0.37,67.87,0.44,421.21,?,?,-0.56,2.62,?,0.0,0.0,?,0.0,19.0,1260.0,0.01,?,64.0,39.0,?,?,?,?,3.32,?,?,7.85,?,0.0,0.0,0
281.0,?,1186.32,?,?,33.05,10.33,?,0.31,?,?,0.34,0.49,?,?,17.48,?,0.59,0.27,0.33,67.87,?,421.21,?,14.78,0.79,4.32,-4.0,?,2.19,?,?,?,?,?,34.26,64.0,39.0,471.7,?,?,?,?,?,?,?,?,0.0,0.0,0
284.0,55.0,1002.47,?,?,?,7.86,?,?,87.0,?,?,0.39,?,?,?,?,?,?,?,?,?,421.21,?,?,?,?,?,-0.55,?,?,?,24.0,1350.0,?,18.16,64.0,39.0,460.98,?,?,?,?,13236.34,66.02,7.15,?,0.0,?,0
310.0,?,1208.25,1012.0,?,?,?,?,0.2,?,0.24,0.32,?,0.18,0.32,92.93,14.62,?,?,?,?,0.47,?,?,14.78,1.08,?,-3.61,?,2.17,0.0,?,17.0,990.0,?,17.02,64.0,39.0,?,?,?,?,2.41,?,65.96,7.44,?,?,0.0,0
317.0,?,1269.88,?,123.0,?,8.85,?,0.3,?,0.25,?,?,?,0.46,49.28,?,?,0.28,0.31,?,0.43,421.21,1.83,?,?,?,?,?,?,0.0,?,31.0,1800.0,0.01,?,64.0,?,?,721.11,?,?,1.51,?,65.93,7.54,292500,?,0.0,0
321.0,?,?,235.39,?,37.68,?,?,?,97.7,?,?,?,0.02,?,?,?,0.68,?,?,?,?,?,?,?,1.23,?,?,-0.39,?,0.0,?,29.0,?,0.01,28.57,64.0,?,?,?,?,161.71,?,19910.2,65.5,?,?,?,0.0,0
328.0,?,?,60.37,?,?,?,2340.0,0.27,83.3,0.31,?,0.77,?,0.61,?,14.64,0.55,0.26,?,?,0.45,421.21,?,14.78,0.59,?,-3.19,?,?,?,?,27.0,1710.0,0.01,?,64.0,39.0,651.92,?,?,115.76,?,6989.9,?,?,195000,?,?,0
332.0,?,1020.29,482.76,96.0,29.95,?,?,?,95.4,?,0.29,0.38,?,?,?,?,?,0.24,?,67.87,?,421.21,?,?,?,2.0,-3.29,?,?,0.0,?,?,?,?,25.25,?,39.0,?,?,200.0,?,4.28,7229.68,65.69,?,?,0.0,0.0,0
339.0,?,?,842.47,?,31.95,?,2040.0,0.21,91.9,?,0.22,0.4,?,?,?,27.39,?,?,?,?,0.47,?,?,?,0.12,?,-3.04,?,?,0.0,?,21.0,1260.0,0.01,22.2,64.0,39.0,860.23,223.61,?,77.77,?,?,65.87,?,?,0.0,?,0
352.0,53.0,?,191.89,?,37.68,?,1450.0,?,?,?,?,?,?,?,?,915.18,0.68,?,0.04,?,0.56,421.21,?,?,0.3,?,-1.49,?,1.97,?,?,16.0,?,0.01,?,64.0,39.0,?,?,?,102.19,?,19816.4,65.49,6.93,132500,0.0,0.0,0
?,?,1315.02,191.56,83.0,?,?,1180.0,0.17,?,?,0.28,?,0.17,0.21,59.16,?,0.87,?,0.24,?,0.45,?,1.01,?,-0.28,?,-2.61,?,1.97,?,?,?,?,0.0,?,85.0,?,400.0,?,275.0,37.8,1.45,25204.6,?,?,?,0.0,?,0
?,?,?,941.87,?,38.54,8.89,1360.0,?,112.1,0.18,?,0.49,0.18,0.32,48.66,16.48,?,?,0.26,85.22,0.45,422.12,?,?,?,?,?,-0.61,?,0.0,?,?,?,0.0,?,?,63.0,?,360.56,236.7,?,?,?,65.88,7.08,?,0.0,?,0
?,?,?,?,52.0,?,4.33,?,?,71.2,?,0.24,0.31,0.15,?,58.3,?,?,0.17,?,85.22,0.47,?,1.01,?,?,1.98,-1.27,-0.43,?,?,?,?,900.0,?,28.07,85.0,?,?,?,89.57,41.98,10.72,26361.0,?,6.3,?,0.0,?,1
6.0,?,1039.62,?,47.0,40.62,4.9,1300.0,?,?,0.22,?,?,0.17,0.21,45.51,19.04,0.93,?,0.25,?,0.48,?,?,?,?,1.85,-3.04,?,1.93,0.0,?,8.0,?,?,?,?,?,?,?,167.94,?,3.37,13605.45,66.32,?,?,0.0,0.0,0
?,?,970.45,975.32,81.0,37.97,8.0,8940.0,?,106.8,?,?,0.66,?,0.55,84.84,?,?,?,?,85.22,?,?,?,12.06,?,?,-3.12,-0.26,?,0.0,?,90.0,?,0.01,83.69,85.0,63.0,?,?,546.87,269.29,3.52,2707.62,?,?,?,?,?,0
?,?,851.16,?,?,39.11,?,?,?,105.6,0.2,?,?,0.12,?,94.94,25.74,?,?,?,85.22,?,422.12,?,?,?,2.45,-2.86,?,?,0.0,1.94,25.0,1350.0,?,?,?,63.0,989.95,?,181.83,71.87,5.44,?,?,?,?,?,0.0,0
10.0,?,?,?,?,?,?,?,0.2,?,?,0.35,0.58,?,0.38,?,?,?,?,?,85.22,0.46,422.12,1.01,?,0.26,?,-2.97,-0.55,1.95,0.0,?,12.0,?,?,?,?,?,?,?,?,92.04,5.06,?,65.93,?,?,0.0,0.0,0
?,?,?,1188.21,?,?,?,3080.0,0.18,107.1,0.19,0.26,0.51,0.15,0.36,70.24,?,0.89,?,?,85.22,0.46,?,1.01,?,?,3.98,?,?,1.94,?,1.94,26.0,?,0.0,?,85.0,?,1012.42,?,?,126.56,?,?,?,7.1,330000,?,0.0,0
13.0,270.0,327.33,?,?,?,?,?,?,187.0,0.23,0.28,?,?,?,?,59.38,0.88,?,0.22,?,?,422.12,?,?,?,3.32,?,-0.5,?,?,?,39.0,2070.0,0.0,?,85.0,63.0,?,?,623.26,160.11,1.37,38699.48,66.25,6.16,?,0.0,?,1
?,140.0,1331.6,1088.14,55.0,39.36,?,3740.0,?,?,?,?,?,0.12,0.29,?,23.11,?,0.18,?,85.22,0.46,?,1.01,?,?,3.65,?,-0.39,?,0.0,2.17,?,1890.0,0.01,39.96,?,63.0,1110.18,?,?,211.14,4.0,6498.58,66.01,7.55,350000,?,?,0
?,359.0,935.14,?,?,38.08,?,?,?,?,0.17,?,0.5,?,0.39,?,?,0.87,?,?,?,?,422.12,?,?,0.02,5.09,?,-0.38,?,0.0,?,?,?,?,56.8,?,?,1557.24,806.23,461.59,?,3.37,?,65.95,?,897500,0.0,0.0,0
?,128.0,227.23,?,68.0,43.9,?,3620.0,0.09,88.4,?,?,0.28,?,0.21,180.8,74.88,?,0.1,?,?,?,422.12,?,?,?,2.64,?,-0.25,1.94,0.0,?,32.0,?,0.01,?,85.0,?,?,?,193.18,?,?,27109.21,65.91,?,?,?,0.0,1
?,153.0,969.44,?,113.0,?,?,?,0.21,142.7,0.19,0.27,0.5,?,?,88.56,24.69,0.86,?,?,85.22,?,?,1.01,?,?,2.3,-3.28,-0.35,?,0.0,?,27.0,?,?,?,85.0,?,?,?,323.86,?,2.98,?,65.98,?,?,0.0,0.0,0
?,?,?,1494.86,51.0,44.06,?,1850.0,0.08,?,?,0.2,?,0.11,0.19,?,34.76,1.01,?,?,85.22,0.52,?,?,?,?,?,?,?,?,?,?,18.0,990.0,0.01,27.38,85.0,?,?,?,65.27,?,?,34607.97,?,?,?,0.0,?,1
?,80.0,1001.17,?,?,39.35,9.33,1560.0,?,128.2,?,?,?,?,?,?,?,?,?,?,85.22,0.46,?,?,?,1.23,5.12,?,?,?,0.0,?,13.0,810.0,?,12.17,85.0,?,?,?,258.33,?,2.35,?,?,7.26,?,0.0,0.0,0
?,?,1125.06,?,73.0,?,?,?,0.21,126.4,?,?,?,?,?,148.23,26.13,?,0.17,0.22,?,?,?,?,?,0.58,?,?,?,2.17,0.0,?,?,2430.0,?,34.4,85.0,63.0,?,?,?,178.13,?,4115.51,65.91,?,?,0.0,?,0
21.0,119.0,?,856.82,53.0,?,5.99,?,0.15,153.4,?,?,?,?,0.34,?,?,?,?,?,85.22,?,422.12,1.01,?,?,2.29,-3.04,?,?,?,2.18,?,1170.0,?,12.65,85.0,?,?,?,309.11,145.66,2.43,?,?,7.4,?,?,?,0
22.0,?,1028.29,?,?,39.19,7.44,?,0.19,?,?,?,0.37,0.18,0.19,?,?,0.9,?,?,85.22,?,?,1.01,12.06,?,?,-2.99,-0.39,?,?,?,20.0,?,0.01,21.0,85.0,?,?,269.26,196.79,?,?,?,65.91,?,?,?,?,0
23.0,99.0,?,1027.94,?,?,?,2140.0,?,115.7,?,0.21,?,?,?,?,58.01,0.98,?,0.17,85.22,0.5,422.12,1.01,?,?,?,?,-0.21,2.17,?,?,?,1080.0,?,?,85.0,?,756.64,300.0,?,?,3.03,4405.71,65.96,?,247500,?,0.0,0
?,?,?,?,?,?,?,2560.0,?,95.7,?,0.22,?,0.13,?,84.37,30.53,?,0.15,?,85.22,?,?,?,?,?,?,?,?,?,0.0,?,22.0,?,0.01,?,?,63.0,764.85,460.98,239.95,?,?,?,65.92,?,?,0.0,0.0,0
?,?,987.03,?,111.0,?,7.14,?,?,137.0,?,0.24,0.5,0.12,?,118.62,?,?,?,0.2,?,0.46,422.12,?,?,?,2.97,?,-0.33,?,?,?,69.0,3780.0,?,?,85.0,?,1708.8,?,?,181.45,?,?,65.88,7.24,827500,?,0.0,0
27.0,179.0,?,?,86.0,?,6.99,?,?,82.4,0.2,?,0.57,0.13,0.44,?,22.36,?,?,0.25,?,?,422.12,1.01,?,0.57,?,?,-0.33,2.17,0.0,2.17,65.0,3420.0,0.01,65.89,85.0,?,1852.7,400.0,?,92.76,9.39,?,66.0,?,447500,0.0,?,0
?,60.0,?,1062.68,?,?,?,?,?,107.1,0.15,?,?,?,0.2,165.27,50.37,?,0.12,?,?,0.48,422.12,?,12.06,?,2.67,-2.72,?,?,0.0,?,10.0,?,?,?,?,63.0,538.52,316.23,204.18,?,2.64,23675.38,65.87,?,?,0.0,0.0,1
?,105.0,881.92,1128.79,?,?,?,2710.0,0.22,96.9,?,?,0.46,0.14,0.32,?,?,?,?,?,85.22,0.46,422.12,?,?,1.91,8.34,-2.99,?,?,?,2.17,21.0,?,?,27.98,85.0,?,955.25,?,?,84.74,4.21,3425.75,65.97,7.04,262500,?,?,0
?,135.0,884.96,?,?,40.39,?,?,?,?,0.2,?,?,?,?,76.9,?,0.92,0.17,0.24,85.22,0.47,?,?,?,1.65,?,?,-0.34,?,0.0,2.17,48.0,2700.0,0.01,57.1,?,?,?,?,?,107.68,4.97,?,?,?,?,?,0.0,0
?,119.0,?,?,109.0,41.21,?,3090.0,?,96.3,0.15,?,?,?,?,?,?,?,?,0.2,?,?,422.12,?,?,?,3.04,?,-0.1,1.95,?,1.95,?,?,?,?,?,?,1202.08,?,184.63,?,6.51,?,?,7.3,?,0.0,?,0
?,?,879.47,?,?,38.45,?,?,0.22,104.9,0.22,0.28,?,0.17,?,38.89,18.87,0.88,0.2,?,85.22,?,?,?,12.06,2.32,13.24,?,-0.44,1.95,0.0,?,11.0,720.0,?,13.63,?,63.0,?,360.56,192.47,109.06,?,3522.31,?,?,?,0.0,?,0
?,253.0,1169.77,881.17,148.0,40.8,?,7440.0,?,?,?,?,?,?,0.38,148.93,?,?,?,?,85.22,?,?,?,?,-0.09,3.17,?,-0.3,2.18,?,?,74.0,?,0.01,87.52,?,?,?,832.17,545.92,155.86,?,5499.88,65.9,7.44,?,?,?,0
?,?,1036.3,1055.2,114.0,?,?,?,?,147.2,0.18,?,0.62,?,0.54,145.48,?,0.96,0.15,?,?,?,?,1.01,12.06,0.34,?,-2.82,-0.39,?,0.0,2.17,117.0,6570.0,?,?,?,63.0,3401.47,715.89,?,176.32,?,3903.58,?,7.24,?,?,?,0
37.0,?,1326.06,1109.08,?,?,7.53,?,0.18,85.1,?,?,?,?,?,42.73,19.92,0.94,?,?,85.22,?,?,1.01,?,0.09,3.73,?,-0.38,1.94,?,?,?,?,0.01,33.85,?,?,728.01,269.26,?,?,3.71,7233.16,?,?,?,0.0,?,0
38.0,253.0,?,?,?,?,?,?,?,?,?,?,0.48,0.12,0.36,58.11,?,0.93,0.19,0.24,?,?,422.12,?,?,?,3.48,?,?,?,?,2.16,?,4680.0,0.01,77.03,85.0,?,1597.65,965.66,413.57,262.38,?,9903.53,66.33,7.18,632500,0.0,?,0
?,?,1444.54,1010.4,?,?,?,1330.0,0.24,?,0.29,0.4,0.71,?,?,?,9.37,0.9,?,?,?,?,?,1.01,12.06,?,?,-2.69,-0.47,1.94,?,?,11.0,?,?,14.15,?,?,559.02,269.26,161.9,66.98,3.45,5001.63,?,7.71,125000,?,0.0,0
40.0,?,?,?,?,?,?,3220.0,?,?,?,0.23,?,?,?,?,30.59,0.93,?,?,85.22,?,422.12,?,?,?,?,?,?,2.17,0.0,?,?,1980.0,0.0,25.76,?,?,1204.16,?,284.99,?,4.23,?,65.93,7.17,?,?,?,0
41.0,204.0,?,960.46,?,39.53,7.19,?,0.18,?,0.18,?,0.44,?,?,?,?,?,0.17,?,?,0.46,?,1.01,?,?,?,?,?,2.17,?,?,?,3870.0,0.01,65.05,85.0,?,1408.01,522.02,288.58,?,?,?,65.9,?,?,?,?,0
?,70.0,1421.13,1095.74,?,39.14,?,2510.0,?,69.7,?,?,?,?,0.58,?,11.53,0.89,0.25,?,85.22,?,?,?,?,?,4.92,-2.53,-0.31,?,?,?,?,1440.0,0.01,36.0,?,?,?,?,183.44,55.94,?,6038.61,?,7.65,175000,0.0,0.0,0
?,?,1015.08,?,100.0,?,7.09,4120.0,?,?,0.16,?,?,?,?,92.67,?,0.95,?,0.21,?,0.49,?,?,?,?,?,-2.86,-0.5,?,?,2.18,47.0,2700.0,?,?,85.0,?,764.85,813.94,447.31,?,1.71,3742.73,65.87,?,?,0.0,?,0
?,163.0,914.44,?,123.0,?,?,?,?,?,?,?,0.43,?,?,125.32,?,0.94,?,?,85.22,?,422.12,1.01,?,?,3.16,-2.97,-0.56,?,?,?,?,?,0.01,?,?,63.0,?,?,390.18,?,1.56,3142.98,65.88,7.15,?,0.0,0.0,0
45.0,80.0,917.05,?,?,43.95,6.31,2500.0,0.14,80.0,?,?,?,?,0.27,?,?,1.0,?,0.21,85.22,?,?,?,?,?,10.46,?,-0.61,2.17,0.0,?,?,1530.0,0.01,?,?,?,832.17,?,?,?,4.5,3574.13,?,?,?,0.0,?,0
46.0,?,?,?,?,39.69,7.55,2450.0,0.19,98.0,?,?,0.52,?,?,61.27,?,?,?,0.22,85.22,?,?,1.01,?,?,3.41,?,-0.36,1.95,?,?,?,?,0.01,?,85.0,63.0,824.62,412.31,?,84.94,3.55,6831.44,65.87,7.46,?,?,0.0,0
48.0,?,944.56,?,?,?,?,?,?,?,?,0.23,?,0.1,?,?,?,0.94,0.15,0.2,?,?,422.12,1.01,12.06,0.7,?,-2.89,-0.58,2.17,?,?,38.0,2160.0,?,40.15,85.0,?,?,?,?,191.28,3.25,?,65.89,?,?,0.0,?,0
?,?,858.28,?,114.0,?,?,?,0.2,?,?,?,?,?,?,47.55,?,?,?,0.25,85.22,?,?,?,?,0.37,?,?,-0.42,2.17,0.0,?,?,2520.0,0.01,52.58,85.0,63.0,?,761.58,?,185.5,3.74,3634.74,?,?,350000,0.0,?,0
51.0,99.0,?,1361.49,19.0,36.08,?,3360.0,0.2,?,0.23,?,0.63,0.13,0.5,?,15.86,0.82,?,0.29,85.22,?,?,?,12.06,?,?,-3.05,?,?,0.0,2.16,30.0,1800.0,0.01,?,85.0,63.0,?,474.34,334.64,?,2.36,10067.05,66.09,?,?,0.0,0.0,0
?,90.0,1424.86,?,?,?,?,3110.0,?,?,?,?,0.65,?,0.49,?,?,0.91,?,0.29,?,0.47,?,1.01,?,-0.18,2.9,?,?,2.17,?,2.17,?,?,?,42.99,85.0,63.0,1150.0,300.0,?,65.64,7.15,4383.99,?,?,225000,?,0.0,0
54.0,?,859.7,1286.82,?,41.09,?,?,0.18,129.4,?,0.26,?,0.15,0.28,57.12,?,?,?,?,85.22,0.48,422.12,1.01,?,?,4.13,?,-0.6,2.17,?,?,?,1170.0,?,?,85.0,63.0,?,?,246.69,?,?,?,?,?,?,0.0,0.0,0
?,54.0,1426.96,?,?,38.63,?,1320.0,0.18,102.3,0.25,0.29,?,?,?,?,?,?,?,0.26,85.22,?,?,1.01,?,1.23,5.15,-2.51,?,?,0.0,2.17,13.0,?,?,?,85.0,63.0,460.98,?,?,?,2.19,4867.22,65.94,7.72,?,0.0,?,0
?,115.0,824.57,1117.77,65.0,?,6.31,?,?,?,?,0.24,?,?,?,142.82,28.69,0.93,?,?,?,0.48,422.12,1.01,12.06,?,3.43,-2.78,-0.26,?,0.0,2.17,27.0,1620.0,0.01,?,85.0,?,?,650.0,?,?,3.99,4534.21,65.96,?,287500,0.0,?,0
?,85.0,1003.81,?,29.0,?,8.31,?,?,113.6,?,?,0.5,0.12,?,58.9,24.55,?,?,0.23,85.22,0.47,?,?,?,-0.32,2.6,-3.14,?,?,0.0,2.17,20.0,?,?,?,85.0,?,?,?,281.46,?,1.83,?,?,7.22,?,0.0,0.0,0
58.0,93.0,924.32,1081.34,48.0,?,7.22,1850.0,0.19,?,0.16,0.22,0.35,?,0.21,?,30.92,0.87,?,?,?,?,?,?,?,0.22,3.15,?,-0.43,?,0.0,?,?,1080.0,?,?,?,?,?,?,254.56,?,2.64,?,?,7.11,?,0.0,0.0,0
?,?,1407.87,913.91,?,?,?,2130.0,0.16,?,0.2,?,0.67,0.08,0.58,160.27,?,?,?,?,85.22,?,?,?,?,?,2.62,-2.9,?,1.95,?,1.95,25.0,?,0.01,?,85.0,63.0,651.92,?,?,113.93,?,?,65.94,7.7,?,?,?,0
61.0,97.0,854.03,?,65.0,40.54,?,?,0.14,120.0,?,?,?,0.07,0.31,?,49.36,0.93,?,0.17,?,?,?,?,?,0.08,?,?,-0.3,?,0.0,?,?,1170.0,0.0,?,85.0,63.0,604.15,427.2,299.95,70.95,?,?,65.85,?,?,0.0,0.0,0
?,85.0,1010.61,952.76,114.0,?,?,2190.0,?,97.0,?,?,?,0.19,0.34,74.93,20.59,?,?,0.26,85.22,?,422.12,?,?,?,3.9,-3.35,-0.34,2.17,?,2.17,23.0,?,0.01,22.57,?,?,807.77,316.23,196.96,55.48,4.1,?,65.91,?,212500,?,0.0,0
?,?,1098.1,616.27,128.0,?,?,?,?,94.2,?,0.2,0.28,?,0.2,?,?,?,?,?,85.22,0.5,422.12,?,12.06,?,?,?,?,1.95,?,1.95,?,810.0,0.01,?,85.0,63.0,?,360.56,199.99,?,?,13916.34,?,7.45,?,0.0,?,0
?,184.0,916.34,?,103.0,38.76,?,?,?,89.1,?,0.24,0.35,?,?,?,?,?,?,?,85.22,?,422.12,?,?,?,?,-2.95,?,?,?,?,61.0,3420.0,0.01,?,85.0,?,?,?,?,?,5.87,4837.12,?,?,460000,0.0,?,0
68.0,?,1202.19,?,?,?,?,?,?,?,?,?,0.35,?,0.28,?,?,0.96,?,0.2,?,0.5,?,?,?,?,?,?,?,?,0.0,2.16,30.0,1800.0,?,29.34,85.0,63.0,848.53,?,?,139.67,2.94,10890.52,66.36,?,315000,0.0,?,0
?,79.0,882.35,1165.89,94.0,40.13,7.17,?,0.18,?,?,0.3,?,0.19,0.27,?,12.45,0.92,0.21,0.3,85.22,0.47,?,?,?,0.72,?,?,?,?,?,?,?,?,0.01,39.41,?,63.0,?,?,233.33,187.72,3.24,?,65.99,7.03,?,?,0.0,0
?,51.0,948.43,1027.12,?,38.57,?,1500.0,?,?,?,?,?,?,?,?,20.88,?,?,0.24,85.22,0.45,422.12,1.01,?,?,?,-2.85,?,?,0.0,?,15.0,?,0.01,17.65,85.0,?,?,?,?,165.33,?,2949.97,65.93,?,127500,?,0.0,0
?,702.0,1166.82,?,?,?,11.27,?,0.28,?,?,?,0.69,?,?,?,?,0.93,0.21,?,85.22,0.48,?,1.01,12.06,?,4.88,?,?,2.16,?,2.16,165.0,?,?,129.75,85.0,?,2425.39,2170.83,774.92,717.93,3.13,10219.05,?,7.12,1755000,0.0,?,0
?,?,1031.77,910.52,144.0,39.16,7.73,?,?,?,0.16,?,0.35,0.09,?,?,?,0.89,?,?,85.22,0.46,?,?,?,-0.14,?,-2.91,?,?,?,?,?,?,0.01,31.03,85.0,63.0,?,?,217.2,?,5.11,3180.3,?,?,?,?,?,0
74.0,248.0,927.46,896.19,179.0,?,?,?,?,167.6,?,0.23,0.48,?,0.41,258.81,41.51,?,?,0.21,?,?,422.12,1.01,?,0.29,?,-3.13,-0.38,2.17,?,2.17,?,2520.0,?,22.08,85.0,?,900.0,?,?,211.53,?,?,65.87,?,?,0.0,0.0,0
76.0,?,1366.0,?,144.0,?,?,?,?,?,?,?,0.35,0.14,?,105.77,?,?,?,?,85.22,?,?,1.01,?,?,?,-3.03,-0.52,1.94,?,?,14.0,?,?,19.72,85.0,63.0,?,223.61,?,?,3.3,4932.97,?,7.61,125000,?,0.0,0
?,176.0,?,825.67,?,?,7.44,3390.0,?,129.8,0.18,?,?,?,0.3,193.67,?,?,?,?,85.22,0.47,422.12,?,12.06,?,3.83,-3.1,-0.29,?,?,?,41.0,2160.0,?,26.12,85.0,63.0,1217.58,522.02,300.28,?,?,?,?,7.21,440000,?,0.0,0
?,?,?,?,?,42.27,?,?,0.16,?,?,0.23,?,?,?,?,?,0.97,?,?,85.22,?,?,1.01,?,0.08,?,?,-0.35,?,?,1.93,28.0,?,0.01,?,?,63.0,?,?,?,76.0,?,10019.32,66.33,?,?,0.0,0.0,0
