m;sem;h;N;X;outcome;Tmin;IntTem;Tmed;Vmax;Vmin;Intvel;Vmed;oil;Presion;Peso;Retraso;tempsuelo
9;3;3;26116;17142;8.13;6.04;0.164;6.98;7.01;6.97;0.003;7;10;13.4;1016;0.1;95.6
9;3;4;26117;17143;7.79;5.86;0.149;6.78;7.01;6.97;0.004;6.99;9;13;1016;0;96
9;3;5;26118;17144;13.09;4.96;0.487;8.8;7.01;6.96;0.004;6.99;8.7;13;1015.7;0;95.7
9;3;6;26119;17145;7.21;3.27;0.494;4.82;7.03;7.02;0.001;7.02;8.4;13;1015.4;0;95.4
9;3;7;26120;17146;16.81;8.01;0.359;12.5;7.02;6.94;0.006;6.98;8;13;1015;0.1;95
9;3;8;26121;17147;20.43;17.7;0.082;18.88;6.93;6.91;0.002;6.92;8;13;1015.3;0.1;94.7
9;3;9;26122;17148;21.27;19.68;0.04;20.45;6.92;6.9;0.001;6.91;8;13;1015.6;0.1;94.4
9;3;10;26123;17149;21.49;18.91;0.072;20.05;6.91;6.9;0.001;6.9;8;13;1016;0.1;94
9;3;11;26124;17150;18.98;17.06;0.059;18.13;6.93;6.91;0.001;6.92;8;14.3;1016;0.1;89
9;3;12;26125;17151;16.64;13.94;0.091;15.33;6.95;6.94;0.001;6.94;8;15.6;1016;0.1;84
9;3;13;26126;17152;14.85;13.04;0.088;13.65;6.96;6.95;0.001;6.95;8;17;1016;0.1;79
9;3;14;26127;17153;17.35;13.18;0.139;15.31;6.94;6.9;0.004;6.92;8.7;17.7;1016;0.1;72
9;3;15;26128;17154;20.03;17.3;0.074;18.67;6.88;6.86;0.002;6.87;9.4;18.4;1016;0.1;65
9;3;16;26129;17155;17.86;14.07;0.132;15.78;6.92;6.87;0.004;6.9;10;19;1016;0;58
9;3;17;26130;17156;14.13;13.02;0.056;13.38;6.93;6.92;0.001;6.93;11.3;19.3;1015.3;0;55
9;3;18;26131;17157;18.43;11.95;0.302;14.15;6.94;6.92;0.002;6.93;12.6;19.6;1014.6;0;52
9;3;19;26132;17158;13.21;10.87;0.134;11.65;6.95;6.94;0.001;6.94;14;20;1014;0;49
9;3;20;26133;17159;13.24;11.57;0.088;12.17;6.94;6.91;0.002;6.93;13.7;18.7;1014.3;0;55
9;3;21;26134;17160;15.53;13.19;0.099;14.64;6.91;6.89;0.001;6.9;13.4;17.4;1014.6;0;61
9;3;22;26135;17161;15.72;11.58;0.161;13.81;6.94;6.9;0.003;6.92;13;16;1015;0;67
9;3;23;26136;17162;12.58;10.66;0.087;11.67;6.97;6.94;0.003;6.95;12.3;14.7;1015.7;0;74.7
9;4;0;26137;17163;14.12;6.4;0.431;9.87;6.98;6.97;0.001;6.97;11.6;13.4;1016.4;0;82.4
9;4;1;26138;17164;7.27;6.08;0.113;6.53;6.99;6.98;0.001;6.98;11;12;1017;0;90
9;4;2;26139;17165;14.98;6.74;0.399;11.22;6.98;6.96;0.003;6.96;10;11;1017;0;91.3
9;4;3;26140;17166;9.02;5.25;0.29;7.4;6.97;6.93;0.003;6.95;9;10;1017;0;92.6
9;4;4;26141;17167;15.98;6.55;0.469;12.33;6.95;6.91;0.005;6.92;8;9;1017;0;94
9;4;5;26142;17168;18.04;14.17;0.126;16.22;6.92;6.87;0.004;6.89;8.3;8.7;1017;0;94.3
9;4;6;26143;17169;15.47;7.09;0.636;9.46;6.93;6.91;0.001;6.92;8.6;8.4;1017;0;94.6
9;4;7;26144;17170;15.55;9.27;0.292;13.09;6.93;6.87;0.005;6.9;9;8;1017;0;95
9;4;8;26145;17171;21.47;16.74;0.132;19.3;6.86;6.82;0.003;6.84;9;7.7;1017.3;0;95.3
9;4;9;26146;17172;22.45;19.22;0.08;20.89;6.84;6.81;0.002;6.82;9;7.4;1017.6;0;95.6
9;4;10;26147;17173;20.29;17.18;0.088;18.83;6.86;6.83;0.003;6.84;9;7;1018;0;96
9;4;11;26148;17174;18.49;16.96;0.046;17.67;6.87;6.85;0.001;6.86;9.7;9;1018.3;0;85
9;4;12;26149;17175;16.47;14.79;0.055;15.62;6.87;6.86;0.001;6.87;10.4;11;1018.6;0;74
9;4;13;26150;17176;14.45;12.62;0.069;13.56;6.88;6.86;0.001;6.87;11;13;1019;0;63
9;4;14;26151;17177;16.16;12.8;0.134;14.77;6.88;6.84;0.003;6.86;12.3;14.7;1019;0;56
9;4;15;26152;17178;19.43;17.22;0.064;18.25;6.83;6.81;0.002;6.82;13.6;16.4;1019;0;49
9;4;16;26153;17179;18.21;13.99;0.136;16.03;6.86;6.81;0.004;6.84;15;18;1019;0;42
9;4;17;26154;17180;15.51;12.82;0.132;13.7;6.88;6.87;0.002;6.87;16.3;18.3;1018.7;0;43.3
9;4;18;26155;17181;12.82;11.72;0.049;12.32;6.89;6.88;0.001;6.88;17.6;18.6;1018.4;0;44.6
9;4;19;26156;17182;12.43;11.19;0.061;11.92;6.89;6.89;0;6.89;19;19;1018;0;46
9;4;20;26157;17183;14.29;11.22;0.142;12.5;6.89;6.87;0.002;6.88;17.3;18.3;1018.7;0;55
9;4;21;26158;17184;16.38;14.28;0.097;14.93;6.87;6.85;0.001;6.86;15.6;17.6;1019.4;0;64
9;4;22;26159;17185;15.13;12.71;0.088;13.94;6.88;6.85;0.002;6.87;14;17;1020;0;73
9;4;23;26160;17186;11.55;9.62;0.104;10.46;6.91;6.89;0.002;6.91;12.7;16.3;1021;0;80
9;5;0;26161;17187;8.6;5.27;0.31;7.63;6.96;6.93;0.003;6.94;11.4;15.6;1022;0;87
9;5;1;26162;17188;5.4;3.9;0.198;4.51;6.97;6.96;0.001;6.96;10;15;1023;0;94
9;5;2;26163;17189;12.74;3.76;0.616;9.82;6.98;6.97;0.001;6.97;9.7;12.3;1023;0;95
9;5;3;26164;17190;13.72;5.8;0.471;9.33;6.98;6.96;0.001;6.97;9.4;9.6;1023;0;96
9;5;4;26165;17191;14.61;7.54;0.477;9.89;6.98;6.94;0.004;6.96;9;7;1023;0;97
9;5;5;26166;17192;16.73;10.14;0.309;14.68;6.99;6.94;0.003;6.96;8.7;7.3;1023;0;96.7
9;5;6;26167;17193;11.27;3.83;0.916;5.88;7.01;7;0.001;7.01;8.4;7.6;1023;0;96.4
9;5;7;26168;17194;17.23;8.64;0.34;13.1;7;6.92;0.006;6.96;8;8;1023;0;96
9;5;8;26169;17195;20.64;16.72;0.111;18.81;6.92;6.87;0.005;6.88;7.7;7.3;1023;0;96
9;5;9;26170;17196;20.57;19.6;0.024;20.08;6.88;6.86;0.002;6.87;7.4;6.6;1023;0;96
9;5;10;26171;17197;20.54;19.48;0.031;19.93;6.86;6.86;0;6.86;7;6;1023;0;96
9;5;11;26172;17198;19.02;15.45;0.14;17.95;6.87;6.86;0.002;6.86;7.7;8;1023;0;84.7
9;5;12;26173;17199;17.04;13.28;0.15;14.82;6.9;6.88;0.001;6.89;8.4;10;1023;0;73.4
9;5;13;26174;17200;13.72;12.3;0.062;13.12;6.92;6.89;0.002;6.9;9;12;1023;0;62
9;5;14;26175;17201;16.97;13.05;0.15;15.36;6.91;6.86;0.004;6.88;10;14.3;1022.7;0;53.3
9;5;15;26176;17202;20.54;18.61;0.053;19.5;6.84;6.82;0.002;6.83;11;16.6;1022.4;0;44.6
9;5;16;26177;17203;19.5;16.16;0.12;17.41;6.87;6.83;0.004;6.86;12;19;1022;0;36
9;5;17;26178;17204;16.04;12.44;0.141;14.47;6.9;6.88;0.001;6.89;13;19.3;1021.3;0;37.7
9;5;18;26179;17205;13.69;12.11;0.07;13.02;6.91;6.9;0.001;6.91;14;19.6;1020.6;0;39.4
9;5;19;26180;17206;13.45;12.59;0.036;13.06;6.92;6.91;0;6.91;15;20;1020;0;41
9;5;20;26181;17207;13.62;12.08;0.063;12.89;6.92;6.89;0.002;6.9;14;19;1020.3;0;50.7
9;5;21;26182;17208;16.55;13.91;0.092;15.32;6.88;6.86;0.002;6.87;13;18;1020.6;0;60.4
9;5;22;26183;17209;16.5;12.67;0.136;14.53;6.9;6.86;0.003;6.88;12;17;1021;0;70
9;5;23;26184;17210;12.39;9.86;0.125;11.27;6.94;6.91;0.003;6.93;10.7;16;1021.7;0;76.7
9;6;0;26185;17211;12.39;6.15;0.371;9.04;6.97;6.93;0.002;6.95;9.4;15;1022.4;0;83.4
9;6;1;26186;17212;7.49;6.72;0.058;7.07;6.97;6.96;0.001;6.97;8;14;1023;0;90
9;6;2;26187;17213;15.82;8.36;0.316;12.23;6.97;6.94;0.003;6.95;7.7;11.7;1023.3;0;91.7
9;6;3;26188;17214;14.36;5.7;0.461;9.82;6.95;6.9;0.005;6.92;7.4;9.4;1023.6;0;93.4
9;6;4;26189;17215;15.45;7.96;0.328;11.83;6.93;6.86;0.005;6.89;7;7;1024;0;95
9;6;5;26190;17216;16;9.55;0.285;13.36;6.9;6.84;0.005;6.87;6.3;6.7;1023.7;0;95
9;6;6;26191;17217;14.58;7.39;0.334;10.93;6.91;6.88;0.002;6.89;5.6;6.4;1023.4;0;95
9;6;7;26192;17218;17.52;9.06;0.334;13.61;6.91;6.83;0.006;6.87;5;6;1023;0;95
9;6;8;26193;17219;21.36;17.41;0.105;19.34;6.83;6.8;0.002;6.82;5.3;5.7;1023.3;0;94.3
9;6;9;26194;17220;22.63;20.59;0.055;21.45;6.81;6.8;0.001;6.81;5.6;5.4;1023.6;0;93.6
9;6;10;26195;17221;21.19;20.43;0.02;20.77;6.81;6.79;0.002;6.8;6;5;1024;0;93
9;6;11;26196;17222;20.86;17.11;0.123;19.5;6.8;6.78;0.001;6.79;5.7;8.3;1024;0;81
9;6;12;26197;17223;16.96;14.58;0.087;15.98;6.82;6.79;0.002;6.8;5.4;11.6;1024;0;69
9;6;13;26198;17224;15.65;12.54;0.122;14.28;6.82;6.8;0.002;6.81;5;15;1024;0;57
9;6;14;26199;17225;17.54;13.44;0.136;15.44;6.82;6.79;0.003;6.81;5.3;17.3;1023.7;0;48.3
9;6;15;26200;17226;20.27;17.42;0.079;18.91;6.78;6.75;0.002;6.76;5.6;19.6;1023.4;0;39.6
9;6;16;26201;17227;18.75;16.65;0.072;17.49;6.8;6.76;0.004;6.79;6;22;1023;0;31
9;6;17;26202;17228;15.42;14.27;0.051;15.04;6.82;6.81;0.001;6.82;6.7;22.3;1022.3;0;30
9;6;18;26203;17229;14.84;12.65;0.082;13.77;6.83;6.81;0.001;6.82;7.4;22.6;1021.6;0;29
9;6;19;26204;17230;12.99;11.26;0.087;12.33;6.86;6.82;0.003;6.84;8;23;1021;0;28
9;6;20;26205;17231;12.04;11.49;0.026;11.73;6.86;6.85;0.001;6.85;8.3;22.3;1021;0;35.3
9;6;21;26206;17232;12.8;12.11;0.03;12.43;6.85;6.84;0.001;6.85;8.6;21.6;1021;0;42.6
9;6;22;26207;17233;13.51;10.92;0.107;12.23;6.88;6.84;0.003;6.86;9;21;1021;0;50
9;6;23;26208;17234;10.49;9.31;0.064;9.85;6.9;6.88;0.002;6.89;8.7;20;1021.3;0;57
9;7;0;26209;17235;9.8;6.97;0.208;8.8;6.94;6.91;0.002;6.92;8.4;19;1021.6;0;64
9;7;1;26210;17236;7.46;4.81;0.258;5.93;6.96;6.93;0.002;6.95;8;18;1022;0;71
9;7;2;26211;17237;11.09;4.9;0.465;9.16;6.98;6.96;0.001;6.97;7.7;15;1022.3;0;73.7
9;7;3;26212;17238;9.76;3.59;0.467;6.66;6.99;6.98;0.001;6.99;7.4;12;1022.6;0;76.4
9;7;4;26213;17239;9.76;3.33;0.854;5.26;7.02;7;0.001;7.01;7;9;1023;0;79
9;7;5;26214;17240;10.22;7.79;0.149;8.89;7.02;7.01;0.001;7.02;7;8.7;1022.7;0;78.3
9;7;6;26215;17241;11.76;4.36;0.727;6.81;7.03;7.02;0.001;7.02;7;8.4;1022.4;0;77.6
9;7;7;26216;17242;7.16;4.52;0.228;5.83;7.03;7.01;0.001;7.02;7;8;1022;0;77
9;7;8;26217;17243;15.35;7.97;0.318;11.69;7.01;6.96;0.004;6.99;7;8;1022;0;74.7
9;7;9;26218;17244;22.96;17.42;0.148;20.44;6.94;6.87;0.006;6.91;7;8;1022;0;72.4
9;7;10;26219;17245;24.45;22.95;0.035;23.78;6.86;6.82;0.003;6.84;7;8;1022;0;70
9;7;11;26220;17246;23.74;20.16;0.097;22.32;6.84;6.82;0.002;6.83;7.3;11;1022;0;60.3
9;7;12;26221;17247;19.87;16.75;0.086;18.33;6.87;6.85;0.002;6.86;7.6;14;1022;0;50.6
9;7;13;26222;17248;15.49;14.33;0.042;14.86;6.9;6.88;0.001;6.89;8;17;1022;0;41
9;7;14;26223;17249;14.34;12.83;0.061;13.51;6.9;6.89;0.001;6.9;8.7;19.3;1021.3;0;37.3
9;7;15;26224;17250;16.56;13.52;0.13;14.65;6.89;6.88;0.001;6.89;9.4;21.6;1020.6;0;33.6
9;7;16;26225;17251;15.78;11.94;0.167;13.52;6.91;6.88;0.003;6.9;10;24;1020;0;30
9;7;17;26226;17252;13.91;10.65;0.172;11.87;6.93;6.91;0.002;6.92;9.7;24.3;1019.3;0;30
9;7;18;26227;17253;12.33;10.76;0.069;11.54;6.93;6.92;0.001;6.92;9.4;24.6;1018.6;0;30
9;7;19;26228;17254;11.62;10.57;0.048;11.1;6.95;6.94;0.001;6.94;9;25;1018;0;30
9;7;20;26229;17255;12.5;10.26;0.14;10.97;6.95;6.94;0.001;6.95;8;24;1018.3;0;36.7
9;7;21;26230;17256;11.97;10.68;0.059;11.29;6.94;6.93;0.001;6.94;7;23;1018.6;0;43.4
9;7;22;26231;17257;12.72;9.61;0.158;10.99;6.95;6.93;0.001;6.94;6;22;1019;0;50
9;7;23;26232;17258;10.76;9.56;0.071;10.05;6.96;6.95;0.001;6.95;7.3;20.7;1019.3;0;52.7
9;1;0;26233;17259;9.49;7.42;0.141;8.32;6.98;6.96;0.001;6.97;8.6;19.4;1019.6;0;55.4
9;1;1;26234;17260;6.95;5.11;0.202;5.78;7;6.98;0.001;6.99;10;18;1020;0.1;58
9;1;2;26235;17261;11.9;4.75;0.483;9.2;7.01;7;0.001;7;10;16;1020.3;0.1;61.7
9;1;3;26236;17262;10.05;3.99;0.436;7.07;7.03;7.01;0.001;7.02;10;14;1020.6;0.1;65.4
9;1;4;26237;17263;10.13;3.4;0.522;6.66;7.05;7.03;0.001;7.04;10;12;1021;0;69
9;1;5;26238;17264;11.97;7.75;0.267;9.44;7.05;7.05;0;7.05;9.3;12;1021;0;72.3
9;1;6;26239;17265;4.47;3.41;0.18;3.79;7.07;7.06;0;7.07;8.6;12;1021;0;75.6
9;1;7;26240;17266;5.27;4.39;0.095;4.85;7.07;7.07;0;7.07;8;12;1021;0;79
9;1;8;26241;17267;10.49;5.23;0.36;7.71;7.07;7.04;0.002;7.06;7.7;11.7;1021;0;82.3
9;1;9;26242;17268;19.02;11.3;0.256;15.14;7.04;6.98;0.005;7.01;7.4;11.4;1021;0;85.6
9;1;10;26243;17269;21.83;18.52;0.112;19.63;6.97;6.93;0.003;6.95;7;11;1021;0;89
9;1;11;26244;17270;22.77;19.21;0.1;20.71;6.93;6.91;0.002;6.92;7.3;13.7;1021;0;81
9;1;12;26245;17271;19.08;17.33;0.053;18.3;6.95;6.92;0.002;6.93;7.6;16.4;1021;0;73
9;1;13;26246;17272;16.92;14.57;0.079;15.69;6.97;6.95;0.002;6.96;8;19;1021;0;65
9;1;14;26247;17273;15.24;13.09;0.109;13.74;6.98;6.97;0.001;6.98;9.3;20;1021;0;60.7
9;1;15;26248;17274;15.31;13.22;0.078;14.2;6.98;6.98;0;6.98;10.6;21;1021;0;56.4
9;1;16;26249;17275;14.47;12.08;0.104;13.1;7.01;6.98;0.003;7;12;22;1021;0.1;52
9;1;17;26250;17276;12.16;11.2;0.057;11.87;7.02;7.01;0.001;7.02;11;22;1020.3;0.1;50.7
9;1;18;26251;17277;12.58;10.73;0.088;11.56;7.02;7.01;0.001;7.02;10;22;1019.6;0.1;49.4
9;1;19;26252;17278;12.78;11.56;0.055;12.11;7.02;7.01;0.001;7.02;9;22;1019;0;48
9;1;20;26253;17279;14.33;11.63;0.117;13.17;7.01;6.99;0.002;7;6.7;20.7;1019;0.6;57
9;1;21;26254;17280;15.65;14.22;0.05;14.91;6.98;6.96;0.002;6.97;4.4;19.4;1019;1.2;66
9;1;22;26255;17281;14.87;11.83;0.123;13.24;7;6.96;0.003;6.98;2;18;1019;1.7;75
9;1;23;26256;17282;12.81;8.69;0.195;10.72;7.03;6.99;0.003;7.02;3.7;17.3;1019.7;1.9;77.7
9;2;0;26257;17283;9.18;6.38;0.195;7.93;7.06;7.03;0.002;7.04;5.4;16.6;1020.4;2.1;80.4
9;2;1;26258;17284;7;5.54;0.149;6.51;7.06;7.06;0;7.06;7;16;1021;2.2;83
9;2;2;26259;17285;14.93;7.51;0.365;11.84;7.06;7.03;0.003;7.04;6.3;14.7;1021;1.6;85.3
9;2;3;26260;17286;14.18;5.65;0.508;9.4;7.04;6.99;0.005;7.01;5.6;13.4;1021;1;87.6
9;2;4;26261;17287;15.18;7.38;0.347;11.29;7.01;6.92;0.008;6.95;5;12;1021;0.3;90
9;2;5;26262;17288;17.87;9.4;0.316;13.74;6.97;6.89;0.006;6.94;4.7;11.3;1021;0.2;90.7
9;2;6;26263;17289;8.99;6.01;0.228;7.32;7.01;6.98;0.002;6.99;4.4;10.6;1021;0.1;91.4
9;2;7;26264;17290;16.97;7.73;0.39;12.67;7.01;6.94;0.006;6.98;4;10;1021;0;92
9;2;8;26265;17291;21.35;15.62;0.174;18.9;6.94;6.89;0.004;6.91;3.7;9.7;1021.3;0;92.3
9;2;9;26266;17292;22.78;20.31;0.064;21.42;6.9;6.88;0.002;6.89;3.4;9.4;1021.6;0;92.6
9;2;10;26267;17293;22.19;20.46;0.048;21.18;6.88;6.87;0.001;6.88;3;9;1022;0;93
9;2;11;26268;17294;21.63;19.05;0.088;19.88;6.88;6.87;0.001;6.88;2.7;12.3;1022.3;0;84
9;2;12;26269;17295;18.81;16.03;0.118;16.81;6.92;6.89;0.003;6.91;2.4;15.6;1022.6;0;75
9;2;13;26270;17296;16.22;14.53;0.065;15.54;6.92;6.9;0.002;6.92;2;19;1023;0;66
9;2;14;26271;17297;17.31;14.63;0.116;15.51;6.92;6.88;0.003;6.9;2.3;20.7;1022.7;0.1;59.3
9;2;15;26272;17298;19.33;17.15;0.062;18.28;6.87;6.85;0.002;6.86;2.6;22.4;1022.4;0.2;52.6
9;2;16;26273;17299;19.71;14.64;0.2;16.43;6.91;6.84;0.005;6.88;3;24;1022;0.2;46
9;2;17;26274;17300;13.88;11.88;0.091;13.07;6.93;6.91;0.001;6.92;3.7;24;1021.7;0.2;45
9;2;18;26275;17301;13.02;11.57;0.059;12.29;6.93;6.93;0.001;6.93;4.4;24;1021.4;0.2;44
9;2;19;26276;17302;11.66;10.9;0.036;11.25;6.94;6.93;0;6.93;5;24;1021;0.2;43
9;2;20;26277;17303;12.99;10.77;0.133;12.42;6.94;6.91;0.002;6.92;6.7;23.3;1021.3;0.3;52.3
9;2;21;26278;17304;15.5;12.1;0.124;13.81;6.91;6.88;0.002;6.89;8.4;22.6;1021.6;0.4;61.6
9;2;22;26279;17305;15.1;11.91;0.134;13.75;6.92;6.89;0.002;6.9;10;22;1022;0.5;71
9;2;23;26280;17306;11.56;9.14;0.129;10.25;6.95;6.93;0.002;6.94;10;20.7;1022.3;0.4;78
9;3;0;26281;17307;10.69;5.66;0.388;7.7;6.98;6.94;0.003;6.96;10;19.4;1022.6;0.3;85
9;3;1;26282;17308;6.53;3.61;0.405;4.64;7;6.98;0.002;6.99;10;18;1023;0.1;92
9;3;2;26283;17309;9.55;3.86;0.501;7.74;7.02;7;0.001;7.01;9.7;16;1023.3;0.1;92.7
9;3;3;26284;17310;10.26;2.47;0.715;5.98;7.04;7.02;0.002;7.03;9.4;14;1023.6;0.1;93.4
9;3;4;26285;17311;10.22;4.62;0.487;6.88;7.05;7.03;0.002;7.04;9;12;1024;0;94
9;3;5;26286;17312;13.68;7.99;0.267;10.9;7.05;7.04;0.001;7.05;8.7;11.7;1024;0;94.7
9;3;6;26287;17313;7.79;3.56;0.521;5.12;7.06;7.06;0;7.06;8.4;11.4;1024;0;95.4
9;3;7;26288;17314;17.31;9.31;0.317;13.15;7.05;6.97;0.006;7.01;8;11;1024;0;96
9;3;8;26289;17315;22.07;16.82;0.151;19.81;6.97;6.92;0.004;6.94;8;11;1024.3;0;96.3
9;3;9;26290;17316;20.9;19.16;0.059;20.36;6.95;6.92;0.002;6.93;8;11;1024.6;0;96.6
9;3;10;26291;17317;22.53;18.79;0.114;20.22;6.93;6.92;0.001;6.92;8;11;1025;0;97
9;3;11;26292;17318;19.93;16.97;0.087;18.58;6.93;6.92;0.001;6.93;8;12.7;1025;0;90.7
9;3;12;26293;17319;17.2;14.61;0.086;15.84;6.94;6.93;0.001;6.94;8;14.4;1025;0;84.4
9;3;13;26294;17320;15.94;12.05;0.147;14.11;6.95;6.94;0.001;6.94;8;16;1025;0;78
9;3;14;26295;17321;17.51;13.61;0.13;15.65;6.95;6.9;0.004;6.92;8.3;18;1025;0;70.3
9;3;15;26296;17322;20.41;16.63;0.121;18.92;6.89;6.86;0.003;6.87;8.6;20;1025;0;62.6
9;3;16;26297;17323;21.48;16.14;0.167;18.42;6.91;6.87;0.003;6.89;9;22;1025;0;55
9;3;17;26298;17324;14.23;12.44;0.071;13.39;6.93;6.92;0.002;6.93;10;22;1024.7;0;53.7
9;3;18;26299;17325;13.16;11.79;0.069;12.66;6.95;6.94;0.001;6.94;11;22;1024.4;0;52.4
9;3;19;26300;17326;14.02;11.02;0.145;12.25;6.96;6.95;0.001;6.95;12;22;1024;0.1;51
9;3;20;26301;17327;19.24;11.03;0.276;15.24;6.95;6.9;0.004;6.92;12;21;1024;0.1;59.3
9;3;21;26302;17328;16.27;12.17;0.158;14.45;6.91;6.87;0.003;6.89;12;20;1024;0.1;67.6
9;3;22;26303;17329;15.04;11.34;0.155;13.43;6.93;6.89;0.002;6.91;12;19;1024;0;76
9;3;23;26304;17330;13.15;9.47;0.164;11.3;6.96;6.92;0.003;6.94;11;17.7;1024.7;0;81.7
10;4;0;26305;17331;10.64;6.58;0.293;8.23;6.98;6.95;0.002;6.97;10;16.4;1025.4;0;87.4
10;4;1;26306;17332;7.82;6.03;0.144;6.84;6.99;6.97;0.001;6.98;9;15;1026;0;93
10;4;2;26307;17333;13.02;7.2;0.297;10.23;6.98;6.97;0.001;6.97;8.3;13.7;1026;0;93.7
10;4;3;26308;17334;14.23;7.71;0.32;11.35;6.97;6.95;0.002;6.96;7.6;12.4;1026;0;94.4
10;4;4;26309;17335;13.14;10.29;0.14;11.53;6.97;6.91;0.006;6.93;7;11;1026;0;95
10;4;5;26310;17336;17.51;6.12;0.511;12.51;6.93;6.87;0.005;6.91;7;10.7;1026;0;95.3
10;4;6;26311;17337;9.3;5.17;0.294;7.33;6.95;6.95;0.001;6.95;7;10.4;1026;0;95.6
10;4;7;26312;17338;17.61;9.1;0.353;13.02;6.95;6.87;0.006;6.91;7;10;1026;0;96
10;4;8;26313;17339;21.78;16.52;0.141;19.09;6.86;6.8;0.006;6.83;7;10;1026;0;96
10;4;9;26314;17340;21.49;19.91;0.038;20.7;6.82;6.8;0.002;6.81;7;10;1026;0;96
10;4;10;26315;17341;20.84;18.07;0.091;19.87;6.81;6.8;0.001;6.8;7;10;1026;0;96
10;4;11;26316;17342;18.66;17.05;0.054;18.01;6.83;6.8;0.002;6.82;7;12;1026.3;0;88.7
10;4;12;26317;17343;16.98;13.53;0.122;15.41;6.83;6.83;0.001;6.83;7;14;1026.6;0;81.4
10;4;13;26318;17344;15.27;14.56;0.027;14.86;6.84;6.82;0.001;6.83;7;16;1027;0;74
10;4;14;26319;17345;17.13;14.89;0.079;16.17;6.83;6.79;0.003;6.81;6.7;18.3;1026.3;0;64.7
10;4;15;26320;17346;20.32;18.39;0.056;19.25;6.78;6.76;0.002;6.77;6.4;20.6;1025.6;0;55.4
10;4;16;26321;17347;18.41;15.5;0.092;16.87;6.81;6.77;0.003;6.79;6;23;1025;0;46
10;4;17;26322;17348;14.82;12.02;0.119;13.64;6.83;6.82;0.001;6.82;7.3;23.3;1024.7;0;44.7
10;4;18;26323;17349;14.25;12.14;0.106;12.88;6.84;6.83;0.001;6.84;8.6;23.6;1024.4;0;43.4
10;4;19;26324;17350;12.21;11.04;0.055;11.69;6.85;6.83;0.001;6.84;10;24;1024;0;42
10;4;20;26325;17351;15.22;11.43;0.161;13.63;6.83;6.8;0.002;6.82;10.7;23.3;1024;0;51
10;4;21;26326;17352;15.98;12.33;0.132;14.12;6.82;6.79;0.002;6.8;11.4;22.6;1024;0;60
10;4;22;26327;17353;14.23;12.05;0.098;13.35;6.82;6.8;0.002;6.81;12;22;1024;0;69
10;4;23;26328;17354;12.77;10.06;0.133;11.27;6.85;6.82;0.002;6.84;11.3;21;1024.7;0;76.3
10;5;0;26329;17355;9.25;5.52;0.301;7.89;6.89;6.86;0.002;6.87;10.6;20;1025.4;0;83.6
10;5;1;26330;17356;5.64;3.7;0.219;4.74;6.91;6.89;0.002;6.9;10;19;1026;0;91
10;5;2;26331;17357;3.8;2.89;0.168;3.25;6.93;6.91;0.001;6.92;9.7;16.7;1026;0;92.3
10;5;3;26332;17358;3.31;2.75;0.11;2.98;6.94;6.93;0.001;6.93;9.4;14.4;1026;0;93.6
10;5;4;26333;17359;6.48;2.76;0.428;4.54;6.95;6.93;0.001;6.94;9;12;1026;0;95
10;5;5;26334;17360;8.88;5.8;0.255;7.08;6.96;6.95;0.001;6.95;8.7;12;1026;0;95.7
10;5;6;26335;17361;6.66;3.59;0.412;4.71;6.97;6.96;0.001;6.97;8.4;12;1026;0;96.4
10;5;7;26336;17362;15.95;8.5;0.315;12.42;6.95;6.88;0.006;6.91;8;12;1026;0;97
10;5;8;26337;17363;21.55;15.39;0.178;18.74;6.87;6.82;0.005;6.84;8;11.7;1026;0;97
10;5;9;26338;17364;22.58;19.45;0.081;20.88;6.83;6.81;0.002;6.82;8;11.4;1026;0;97
10;5;10;26339;17365;21.5;18.92;0.081;20.59;6.82;6.8;0.001;6.81;8;11;1026;0;97
10;5;11;26340;17366;20.13;16.89;0.102;18.27;6.83;6.82;0.001;6.83;7.7;12.7;1025.7;0;90
10;5;12;26341;17367;17.15;13.63;0.126;15.6;6.85;6.84;0.001;6.84;7.4;14.4;1025.4;0;83
10;5;13;26342;17368;16.48;13.49;0.105;14.91;6.85;6.84;0.001;6.85;7;16;1025;0;76
10;5;14;26343;17369;19.38;16.37;0.086;17.9;6.84;6.8;0.003;6.82;6.3;18.3;1024.7;0;66.3
10;5;15;26344;17370;18.57;16.98;0.058;18.03;6.79;6.77;0.003;6.78;5.6;20.6;1024.4;0;56.6
10;5;16;26345;17371;19.38;14.52;0.15;16.85;6.82;6.79;0.003;6.81;5;23;1024;0;47
10;5;17;26346;17372;14.68;12.92;0.073;13.68;6.84;6.82;0.001;6.83;5;23.7;1023.3;0;44.7
10;5;18;26347;17373;13.14;11.38;0.087;12.47;6.84;6.83;0.001;6.84;5;24.4;1022.6;0;42.4
10;5;19;26348;17374;12.88;11.94;0.039;12.4;6.86;6.85;0.001;6.85;5;25;1022;0;40
10;5;20;26349;17375;14.95;12.43;0.095;13.65;6.85;6.82;0.002;6.83;6.7;23.7;1022;0;47.3
10;5;21;26350;17376;16.25;13.05;0.11;14.64;6.82;6.8;0.002;6.81;8.4;22.4;1022;0;54.6
10;5;22;26351;17377;15.61;12.29;0.136;14.22;6.83;6.8;0.002;6.82;10;21;1022;0;62
10;5;23;26352;17378;11.97;9.63;0.109;10.79;6.87;6.84;0.002;6.85;9.7;19.7;1022.7;0;69
