FICE,State,Public/private_indicator,Average_Math_SAT_score,Average_Verbal_SAT_score,Average_Combined_SAT_score,Average_ACT_score,First_quartile-Math_SAT,Third_quartile-Math_SAT,First_quartile-Verbal_SAT,Third_quartile-Verbal_SAT,First_quartile-ACT,Third_quartile-ACT,Number_of_applications_received,Number_of_applicants_accepted,Number_of_new_students_enrolled,Pct._new_students_from_top_10Perc_of_H.S._class,Pct._new_students_from_top_25Perc_of_H.S._class,Number_of_fulltime_undergraduates,Number_of_parttime_undergraduates,In-state_tuition,Out-of-state_tuition,Room_and_board_costs,Room_costs,Board_costs,Additional_fees,Estimated_book_costs,Estimated_personal_spending,Pct._of_faculty_with_Ph.D.s,Pct._of_faculty_with_terminal_degree,Student/faculty_ratio,Pct.alumni_who_donate,Instructional_expenditure_per_student,binaryClass
2379,MN,2,555.0,465.0,1020.0,24.0,500.0,620.0,410.0,520.0,21.0,26.0,933.0,800.0,444.0,18.0,45.0,1691.0,72.0,12247.0,12247.0,4081.0,2160.0,1921.0,88.0,500.0,600.0,76.0,85.0,120.0,38.0,9853.0,0
3274,PA,2,?,?,?,?,620.0,720.0,580.0,660.0,?,?,2128.0,927.0,292.0,76.0,97.0,1083.0,?,18833.0,18833.0,6235.0,3400.0,2835.0,182.0,685.0,1100.0,94.0,99.0,106.0,51.0,17021.0,0
9743,NE,2,?,?,?,18.0,?,?,?,?,?,?,132.0,132.0,112.0,?,50.0,1032.0,943.0,3150.0,3150.0,?,?,?,130.0,500.0,2700.0,66.0,68.0,176.0,33.0,6705.0,0
3388,PA,2,599.0,528.0,1127.0,?,?,?,?,?,?,?,7759.0,5588.0,1477.0,30.0,68.0,6362.0,1292.0,15925.0,15925.0,6507.0,3170.0,3337.0,445.0,400.0,300.0,89.0,90.0,134.0,24.0,10458.0,0
1664,IL,2,?,?,?,?,?,?,?,?,19.0,26.0,422.0,305.0,160.0,30.0,56.0,781.0,240.0,9810.0,9810.0,4160.0,4160.0,?,180.0,400.0,?,52.0,52.0,175.0,18.0,9729.0,0
3142,OH,2,?,?,?,?,?,?,?,?,18.0,22.0,709.0,602.0,225.0,15.0,37.0,1372.0,611.0,10230.0,10230.0,4110.0,?,4110.0,180.0,500.0,1000.0,59.0,?,133.0,16.0,6943.0,0
9630,WI,1,?,?,?,22.0,?,?,?,?,?,?,4800.0,2900.0,1515.0,14.0,48.0,7764.0,1472.0,2158.0,6874.0,2394.0,1450.0,944.0,?,518.0,1890.0,73.0,78.0,192.0,14.0,5901.0,1
1146,CA,1,479.0,420.0,899.0,21.0,420.0,540.0,370.0,480.0,18.0,23.0,4816.0,3922.0,1278.0,?,75.0,11822.0,1343.0,?,5904.0,5050.0,2020.0,3030.0,1982.0,612.0,2100.0,?,?,189.0,5.0,7798.0,0
3269,PA,2,607.0,537.0,1144.0,27.0,550.0,660.0,470.0,580.0,24.0,29.0,2491.0,1110.0,573.0,57.0,88.0,2213.0,35.0,5224.0,5224.0,3048.0,?,?,650.0,525.0,350.0,65.0,65.0,184.0,18.0,4957.0,0
1083,AZ,1,526.0,462.0,983.0,23.0,450.0,600.0,400.0,520.0,20.0,26.0,14079.0,12238.0,4529.0,29.0,57.0,21664.0,4894.0,1828.0,7434.0,4216.0,2186.0,2030.0,66.0,620.0,2550.0,91.0,95.0,196.0,?,9683.0,1
1617,ID,2,524.0,487.0,1011.0,24.0,?,?,?,?,?,?,587.0,479.0,158.0,38.0,62.0,678.0,41.0,13500.0,13500.0,3335.0,1025.0,2210.0,322.0,500.0,675.0,67.0,73.0,94.0,11.0,9727.0,1
3175,OK,2,465.0,423.0,888.0,22.0,350.0,490.0,410.0,530.0,19.0,25.0,692.0,576.0,174.0,19.0,50.0,597.0,83.0,10500.0,10500.0,3860.0,?,?,430.0,600.0,940.0,58.0,64.0,116.0,19.0,8990.0,1
1444,DC,2,?,?,?,?,530.0,650.0,490.0,600.0,24.0,29.0,7875.0,5062.0,1492.0,38.0,71.0,5471.0,1470.0,17450.0,17450.0,6328.0,3998.0,2330.0,720.0,700.0,950.0,92.0,93.0,76.0,15.0,14745.0,0
1098,AR,1,?,?,?,?,?,?,?,?,17.0,22.0,1490.0,1490.0,771.0,21.0,47.0,2942.0,997.0,1440.0,2880.0,2400.0,2400.0,?,80.0,500.0,?,58.0,58.0,190.0,12.0,4540.0,0
3385,PA,2,567.0,512.0,1079.0,?,520.0,620.0,460.0,560.0,?,?,1399.0,1026.0,308.0,44.0,77.0,1131.0,17.0,14900.0,14900.0,5160.0,?,?,180.0,500.0,800.0,82.0,85.0,116.0,40.0,12082.0,0
1428,DE,1,?,?,?,?,?,?,?,?,?,?,2611.0,1845.0,764.0,?,?,?,?,4878.0,4878.0,3810.0,2210.0,1600.0,110.0,?,?,60.0,60.0,137.0,?,9432.0,1
3424,SC,2,?,?,?,?,?,?,?,?,?,?,1196.0,697.0,499.0,21.0,47.0,959.0,13.0,4412.0,4412.0,2460.0,1000.0,1460.0,600.0,500.0,1000.0,69.0,69.0,169.0,31.0,7083.0,1
1693,IL,1,?,?,?,17.0,?,?,?,?,15.0,20.0,2086.0,1507.0,631.0,14.0,27.0,4056.0,3433.0,1902.0,5706.0,?,?,?,236.0,552.0,2178.0,78.0,78.0,151.0,?,6453.0,1
1238,CA,2,520.0,530.0,1050.0,25.0,480.0,600.0,470.0,610.0,?,?,529.0,414.0,132.0,32.0,66.0,781.0,43.0,14100.0,14100.0,6000.0,?,3000.0,442.0,600.0,1370.0,?,99.0,103.0,24.0,14299.0,0
2551,NE,1,?,?,?,21.0,?,?,?,?,18.0,24.0,2837.0,2697.0,1417.0,?,?,5764.0,1176.0,1665.0,2550.0,2630.0,1280.0,1350.0,243.0,450.0,1970.0,59.0,62.0,190.0,?,4393.0,1
3581,TX,1,459.0,413.0,872.0,20.0,320.0,460.0,300.0,450.0,?,?,2336.0,1725.0,1043.0,10.0,27.0,5438.0,4058.0,864.0,4752.0,3040.0,1386.0,1654.0,840.0,508.0,1463.0,48.0,82.0,184.0,12.0,5879.0,1
3481,TN,2,?,?,?,23.0,?,?,?,?,20.0,25.0,1096.0,951.0,464.0,27.0,62.0,1776.0,239.0,8150.0,8150.0,3150.0,1260.0,1890.0,450.0,400.0,500.0,61.0,62.0,136.0,16.0,6716.0,0
3695,VT,2,420.0,410.0,830.0,?,360.0,480.0,360.0,450.0,?,?,222.0,185.0,91.0,16.0,41.0,484.0,541.0,11010.0,11010.0,5208.0,3084.0,2124.0,260.0,550.0,500.0,58.0,78.0,104.0,26.0,9586.0,0
6740,CO,1,529.0,478.0,1007.0,23.0,?,?,?,?,?,?,1199.0,562.0,261.0,30.0,74.0,3805.0,2728.0,1828.0,9244.0,?,?,?,240.0,520.0,2138.0,89.0,96.0,181.0,6.0,7996.0,1
2099,MD,1,516.0,467.0,983.0,?,470.0,560.0,420.0,510.0,?,?,6151.0,3837.0,1215.0,?,?,9247.0,3584.0,2166.0,5166.0,4480.0,2660.0,1820.0,1121.0,660.0,1053.0,76.0,84.0,176.0,24.0,5401.0,1
2388,MN,1,?,?,?,22.0,?,?,?,?,20.0,24.0,4192.0,3126.0,1656.0,15.0,45.0,5887.0,1254.0,2994.0,8828.0,3474.0,?,?,310.0,753.0,2610.0,79.0,91.0,190.0,11.0,6393.0,1
2527,MT,2,?,?,?,?,?,?,?,?,?,?,394.0,394.0,268.0,?,?,700.0,537.0,5100.0,5100.0,1880.0,990.0,890.0,140.0,400.0,?,50.0,50.0,118.0,?,4957.0,0
3895,WI,1,?,?,?,?,510.0,660.0,430.0,570.0,23.0,28.0,14901.0,10932.0,4631.0,36.0,80.0,23945.0,2200.0,2737.0,9096.0,4290.0,2050.0,2240.0,?,535.0,1545.0,93.0,96.0,115.0,20.0,11006.0,0
1836,IN,2,538.0,488.0,1026.0,25.0,490.0,600.0,430.0,530.0,23.0,27.0,888.0,734.0,393.0,26.0,60.0,1433.0,27.0,12730.0,12730.0,4514.0,2652.0,1862.0,901.0,500.0,1525.0,74.0,95.0,99.0,31.0,11165.0,0
3691,VT,2,?,?,?,?,610.0,700.0,560.0,650.0,27.0,30.0,3456.0,1171.0,451.0,64.0,89.0,2016.0,39.0,25750.0,25750.0,?,?,?,170.0,540.0,1000.0,87.0,91.0,105.0,51.0,21426.0,0
2489,MO,2,400.0,400.0,800.0,18.0,300.0,500.0,300.0,500.0,16.0,20.0,1310.0,983.0,316.0,5.0,35.0,1057.0,175.0,8550.0,8550.0,5050.0,2525.0,2525.0,100.0,400.0,900.0,35.0,67.0,174.0,16.0,4333.0,1
7540,MO,2,?,?,?,20.0,?,?,?,?,12.0,22.0,308.0,?,110.0,5.0,23.0,606.0,1142.0,5780.0,5780.0,2650.0,2650.0,?,180.0,?,?,52.0,55.0,179.0,?,3493.0,1
3815,WV,2,465.0,450.0,915.0,23.0,?,?,?,?,?,?,4226.0,3666.0,2007.0,14.0,60.0,7703.0,2339.0,1660.0,5094.0,4010.0,2030.0,1980.0,330.0,700.0,1560.0,77.0,86.0,166.0,10.0,6203.0,1
2342,MN,2,469.0,482.0,951.0,22.0,420.0,550.0,420.0,550.0,20.0,25.0,511.0,411.0,186.0,23.0,51.0,1692.0,562.0,12224.0,12224.0,4440.0,2290.0,2150.0,220.0,450.0,1000.0,63.0,87.0,115.0,32.0,7315.0,0
1890,IA,1,?,?,?,23.0,?,?,?,?,21.0,26.0,4144.0,3379.0,1853.0,18.0,52.0,10135.0,1448.0,2291.0,6197.0,2930.0,1318.0,1612.0,164.0,595.0,2380.0,78.0,82.0,163.0,26.0,6333.0,0
1961,KY,2,575.0,534.0,1109.0,27.0,500.0,650.0,480.0,590.0,25.0,29.0,1013.0,888.0,288.0,55.0,82.0,943.0,7.0,11850.0,11850.0,4270.0,2120.0,2150.0,350.0,600.0,900.0,95.0,99.0,114.0,60.0,13118.0,0
2728,NY,2,591.0,531.0,1122.0,?,550.0,645.0,490.0,590.0,?,?,3140.0,1783.0,454.0,40.0,82.0,1646.0,24.0,19700.0,19700.0,5050.0,2550.0,2500.0,?,300.0,800.0,91.0,96.0,96.0,60.0,17761.0,0
3005,ND,1,535.0,465.0,1000.0,23.0,460.0,610.0,390.0,520.0,19.0,25.0,2777.0,2249.0,1652.0,20.0,54.0,8334.0,1435.0,2110.0,5634.0,2703.0,1033.0,1670.0,318.0,450.0,1200.0,97.0,97.0,159.0,16.0,9424.0,1
3704,VA,2,?,?,?,?,?,?,?,?,?,?,838.0,673.0,292.0,22.0,53.0,881.0,55.0,10265.0,10265.0,4725.0,2215.0,2510.0,1000.0,560.0,875.0,68.0,73.0,132.0,24.0,8655.0,0
11649,CA,2,549.0,485.0,1034.0,?,480.0,600.0,420.0,530.0,?,?,3768.0,2662.0,753.0,42.0,64.0,3558.0,436.0,13592.0,13592.0,5916.0,3276.0,2640.0,176.0,545.0,1328.0,84.0,88.0,142.0,10.0,11677.0,0
3709,VA,2,485.0,445.0,930.0,23.0,440.0,570.0,410.0,540.0,?,?,765.0,646.0,226.0,30.0,60.0,809.0,32.0,8578.0,8578.0,4408.0,1920.0,2488.0,622.0,700.0,1600.0,79.0,88.0,139.0,51.0,8061.0,0
2667,NY,2,440.0,400.0,840.0,18.0,370.0,520.0,340.0,440.0,16.0,20.0,1011.0,829.0,410.0,9.0,33.0,1059.0,2458.0,9000.0,9000.0,3100.0,?,3100.0,630.0,450.0,1413.0,77.0,78.0,124.0,7.0,11178.0,1
3262,PA,2,546.0,492.0,1038.0,?,490.0,600.0,440.0,540.0,?,?,2417.0,1843.0,426.0,36.0,70.0,1476.0,299.0,14190.0,14190.0,4400.0,2200.0,2200.0,400.0,500.0,750.0,65.0,68.0,128.0,25.0,9815.0,0
2745,NY,2,442.0,465.0,907.0,25.0,?,?,?,?,?,?,356.0,233.0,53.0,16.0,24.0,246.0,18.0,8190.0,8190.0,3920.0,1992.0,1928.0,250.0,500.0,1000.0,100.0,100.0,70.0,?,11082.0,0
3766,VA,2,343.0,317.0,660.0,?,?,?,?,?,?,?,1847.0,1610.0,453.0,19.0,59.0,1298.0,67.0,7384.0,7384.0,3494.0,?,?,458.0,500.0,1763.0,51.0,67.0,137.0,8.0,6757.0,1
3932,WY,1,?,?,?,23.0,?,?,?,?,20.0,26.0,2029.0,1516.0,1073.0,23.0,46.0,7535.0,1488.0,1908.0,5988.0,3422.0,1462.0,1960.0,300.0,600.0,1500.0,91.0,94.0,151.0,13.0,8745.0,1
2849,NY,1,520.0,460.0,980.0,22.0,470.0,580.0,410.0,500.0,20.0,24.0,5549.0,3583.0,853.0,9.0,40.0,5004.0,475.0,2650.0,6550.0,4176.0,2520.0,1656.0,309.0,600.0,1380.0,80.0,90.0,179.0,16.0,6174.0,0
10313,NM,1,?,?,?,22.0,430.0,580.0,390.0,530.0,19.0,24.0,3871.0,3349.0,1891.0,27.0,53.0,12257.0,5264.0,1884.0,7115.0,3516.0,?,?,420.0,584.0,500.0,91.0,88.0,143.0,?,8209.0,1
3754,VA,1,?,?,?,?,529.0,640.0,440.0,550.0,?,?,15712.0,11719.0,4277.0,29.0,53.0,18511.0,604.0,3926.0,10260.0,3176.0,?,?,?,740.0,2200.0,85.0,89.0,138.0,20.0,8944.0,0
29020,HI,1,446.0,404.0,850.0,?,420.0,540.0,380.0,470.0,?,?,1499.0,779.0,500.0,20.0,54.0,2082.0,871.0,480.0,2920.0,4270.0,?,?,50.0,714.0,1277.0,72.0,80.0,158.0,?,11460.0,1
3586,TX,2,?,?,?,21.0,?,?,?,?,18.0,24.0,550.0,500.0,275.0,9.0,29.0,863.0,218.0,6612.0,6612.0,2954.0,?,?,250.0,300.0,?,39.0,47.0,119.0,8.0,5367.0,1
2591,NH,1,455.0,411.0,866.0,?,?,?,?,?,?,?,3321.0,2375.0,748.0,10.0,25.0,3483.0,374.0,2590.0,7870.0,4024.0,2689.0,1344.0,792.0,550.0,1100.0,82.0,85.0,188.0,22.0,5708.0,0
2927,NC,2,483.0,439.0,922.0,?,430.0,530.0,390.0,480.0,?,?,3624.0,2786.0,858.0,11.0,39.0,2933.0,334.0,9100.0,9100.0,3883.0,1782.0,2101.0,150.0,490.0,1777.0,70.0,74.0,189.0,34.0,6329.0,0
3808,WV,2,479.0,448.0,927.0,23.0,?,?,?,?,?,?,664.0,515.0,210.0,12.0,44.0,712.0,10.0,15700.0,15700.0,5750.0,?,?,300.0,400.0,1500.0,80.0,?,130.0,24.0,10941.0,1
2644,NJ,2,410.0,400.0,810.0,?,?,?,?,?,?,?,1540.0,1363.0,446.0,?,?,950.0,214.0,12500.0,12500.0,5260.0,?,?,200.0,700.0,500.0,72.0,88.0,140.0,?,?,1
3810,WV,2,?,?,?,20.0,?,?,?,?,13.0,15.0,1497.0,1469.0,383.0,?,?,2028.0,773.0,2052.0,4426.0,3236.0,1454.0,1782.0,?,400.0,1874.0,55.0,62.0,192.0,22.0,4311.0,1
2148,MA,2,401.0,381.0,782.0,?,?,?,?,?,?,?,1000.0,858.0,319.0,10.0,29.0,665.0,298.0,11455.0,11455.0,6130.0,?,?,250.0,400.0,1000.0,33.0,59.0,123.0,14.0,?,0
3543,TX,2,554.0,498.0,1052.0,24.0,500.0,610.0,440.0,560.0,21.0,27.0,948.0,798.0,295.0,42.0,74.0,1120.0,15.0,11280.0,11280.0,4342.0,?,?,125.0,400.0,1150.0,81.0,95.0,130.0,33.0,11361.0,0
2235,MI,2,?,?,?,?,520.0,660.0,490.0,600.0,22.0,28.0,1899.0,1720.0,489.0,37.0,68.0,1594.0,32.0,13868.0,13868.0,4826.0,2426.0,2400.0,1042.0,450.0,850.0,89.0,100.0,137.0,37.0,11487.0,0
2523,MO,2,520.0,480.0,1000.0,24.0,330.0,660.0,360.0,600.0,19.0,29.0,662.0,553.0,184.0,20.0,43.0,665.0,37.0,10720.0,10720.0,4050.0,1870.0,2180.0,200.0,600.0,1650.0,66.0,70.0,125.0,20.0,7925.0,0
3598,TX,2,434.0,407.0,841.0,?,380.0,480.0,340.0,460.0,?,?,2308.0,1336.0,295.0,22.0,46.0,1202.0,942.0,8530.0,8530.0,3644.0,2020.0,1624.0,134.0,616.0,1576.0,56.0,64.0,149.0,25.0,7114.0,1
2424,MS,1,?,?,?,16.0,?,?,?,?,?,?,2800.0,1090.0,580.0,10.0,40.0,2124.0,199.0,2164.0,4306.0,2100.0,1025.0,1075.0,213.0,275.0,1200.0,43.0,47.0,186.0,?,4955.0,1
3599,TX,1,?,?,?,?,?,?,?,?,?,?,4040.0,4040.0,1800.0,?,46.0,7410.0,3055.0,991.0,3486.0,2536.0,?,?,?,?,?,92.0,92.0,229.0,?,?,1
1131,CA,2,750.0,660.0,1410.0,?,740.0,780.0,610.0,700.0,?,?,1916.0,507.0,210.0,98.0,100.0,912.0,?,16695.0,16695.0,5051.0,?,?,210.0,735.0,3466.0,100.0,100.0,65.0,36.0,62469.0,0
4804,NY,2,?,?,?,?,?,?,?,?,?,?,2531.0,1978.0,778.0,?,?,4730.0,2007.0,9190.0,9190.0,5500.0,2980.0,2520.0,850.0,500.0,1250.0,74.0,74.0,186.0,?,7148.0,1
3737,VA,2,477.0,438.0,915.0,20.0,?,?,?,?,?,?,818.0,620.0,218.0,?,?,868.0,247.0,10700.0,10700.0,4500.0,?,?,?,450.0,1400.0,60.0,66.0,92.0,20.0,9471.0,1
1154,CA,1,444.0,372.0,816.0,19.0,400.0,510.0,290.0,450.0,16.0,22.0,5385.0,3539.0,1259.0,?,?,13165.0,5937.0,1584.0,8964.0,6776.0,?,?,352.0,630.0,2286.0,75.0,77.0,174.0,1.0,7651.0,1
2617,NJ,1,487.0,431.0,918.0,?,418.0,566.0,371.0,496.0,?,?,5220.0,2128.0,865.0,19.0,53.0,6411.0,3186.0,2400.0,3648.0,4834.0,3160.0,1674.0,600.0,700.0,950.0,82.0,87.0,215.0,9.0,6717.0,1
2705,NY,2,?,?,?,?,434.0,568.0,436.0,594.0,18.0,24.0,983.0,664.0,249.0,23.0,57.0,1698.0,894.0,9990.0,9990.0,5666.0,?,?,150.0,800.0,1500.0,66.0,71.0,143.0,28.0,6084.0,0
2548,NE,2,?,?,?,23.0,?,?,?,?,20.0,27.0,817.0,708.0,262.0,22.0,52.0,935.0,37.0,9376.0,9376.0,3272.0,1338.0,1934.0,396.0,500.0,1902.0,57.0,63.0,130.0,17.0,7335.0,1
2103,MD,1,584.0,501.0,1085.0,?,530.0,640.0,440.0,550.0,?,?,14292.0,10315.0,3409.0,22.0,53.0,19340.0,3991.0,2919.0,8723.0,5146.0,2899.0,2247.0,561.0,550.0,1550.0,89.0,92.0,181.0,12.0,9021.0,0
1744,IL,2,548.0,496.0,1044.0,?,?,?,?,?,?,?,205.0,179.0,129.0,13.0,45.0,570.0,22.0,12816.0,12816.0,5344.0,2634.0,2710.0,210.0,1125.0,2000.0,?,47.0,96.0,23.0,16506.0,0
1949,KS,1,?,?,?,?,?,?,?,?,?,?,1100.0,1078.0,560.0,?,36.0,3157.0,2705.0,2790.0,4774.0,3210.0,1410.0,1800.0,32.0,450.0,1000.0,82.0,82.0,138.0,?,5828.0,1
3537,TX,2,?,?,?,22.0,?,?,?,?,19.0,25.0,1660.0,1232.0,721.0,23.0,52.0,2885.0,537.0,7440.0,7440.0,3300.0,?,?,?,450.0,2200.0,70.0,78.0,181.0,12.0,7041.0,1
2681,NY,2,?,?,?,?,500.0,570.0,390.0,450.0,19.0,24.0,2853.0,2193.0,753.0,16.0,34.0,2978.0,434.0,10750.0,10750.0,5340.0,2750.0,2590.0,326.0,400.0,1130.0,90.0,92.0,146.0,26.0,7972.0,0
7893,FL,2,513.0,476.0,989.0,23.0,460.0,560.0,430.0,520.0,20.0,24.0,1415.0,714.0,338.0,18.0,52.0,1345.0,44.0,5120.0,5120.0,3200.0,1260.0,1940.0,?,500.0,2140.0,52.0,60.0,181.0,9.0,3930.0,0
2005,LA,1,?,?,?,19.0,?,?,?,?,16.0,21.0,2020.0,1898.0,1092.0,?,?,4921.0,1338.0,1980.0,4572.0,2550.0,?,?,37.0,600.0,2307.0,65.0,65.0,218.0,?,4466.0,1
9635,FL,1,543.0,476.0,1019.0,23.0,490.0,600.0,420.0,520.0,22.0,25.0,3306.0,2079.0,1071.0,42.0,89.0,10208.0,9310.0,1695.0,6597.0,2494.0,2494.0,?,80.0,800.0,3028.0,81.0,96.0,139.0,20.0,6722.0,0
2293,MI,1,?,?,?,20.0,?,?,?,?,?,?,1406.0,1169.0,522.0,10.0,28.0,2432.0,592.0,3312.0,6456.0,4186.0,1625.0,2561.0,?,500.0,600.0,47.0,47.0,199.0,?,4310.0,1
3830,WV,2,489.0,439.0,928.0,23.0,420.0,560.0,370.0,500.0,20.0,27.0,1566.0,1400.0,483.0,28.0,55.0,1509.0,170.0,14200.0,14200.0,3775.0,1750.0,2025.0,?,450.0,1100.0,58.0,81.0,164.0,42.0,8080.0,0
3194,OR,2,497.0,463.0,960.0,?,450.0,600.0,430.0,560.0,?,?,809.0,726.0,294.0,27.0,52.0,1271.0,43.0,12500.0,12500.0,4130.0,2080.0,2050.0,140.0,400.0,1050.0,53.0,53.0,135.0,22.0,7136.0,1
2844,NY,1,525.0,472.0,997.0,23.0,480.0,570.0,430.0,510.0,21.0,24.0,4877.0,2798.0,814.0,13.0,48.0,4123.0,298.0,2650.0,6550.0,4420.0,2500.0,1920.0,359.0,620.0,1481.0,82.0,90.0,163.0,10.0,6442.0,0
2120,MA,2,520.0,480.0,1000.0,?,470.0,530.0,430.0,520.0,?,?,1981.0,1541.0,514.0,18.0,36.0,1927.0,1084.0,12500.0,12500.0,6200.0,2750.0,3450.0,175.0,375.0,1000.0,73.0,75.0,168.0,22.0,8707.0,0
1402,CT,2,?,?,?,?,440.0,570.0,410.0,550.0,18.0,24.0,3712.0,2153.0,806.0,17.0,45.0,2677.0,714.0,12030.0,12030.0,6140.0,6140.0,?,590.0,1000.0,500.0,63.0,73.0,120.0,33.0,8847.0,0
2704,NY,2,415.0,415.0,830.0,?,?,?,?,?,?,?,551.0,437.0,143.0,?,?,2515.0,639.0,10200.0,10200.0,4628.0,?,?,?,?,?,87.0,?,375.0,?,?,0
1785,IN,2,462.0,423.0,885.0,21.0,390.0,540.0,360.0,490.0,18.0,23.0,1216.0,908.0,423.0,19.0,40.0,1819.0,281.0,10100.0,10100.0,3520.0,1620.0,1900.0,200.0,550.0,1100.0,48.0,61.0,121.0,14.0,7994.0,1
1832,IN,2,450.0,410.0,860.0,21.0,380.0,530.0,370.0,470.0,18.0,23.0,213.0,166.0,85.0,13.0,36.0,513.0,247.0,8670.0,8670.0,3820.0,3820.0,?,80.0,450.0,1000.0,43.0,78.0,125.0,4.0,7440.0,1
1149,CA,1,501.0,455.0,956.0,22.0,?,?,?,?,?,?,3467.0,2190.0,565.0,?,?,5637.0,678.0,1599.0,9979.0,4200.0,4200.0,?,1467.0,600.0,800.0,80.0,82.0,164.0,4.0,8650.0,0
2791,NY,2,517.0,441.0,958.0,?,450.0,600.0,375.0,475.0,?,?,8256.0,3750.0,1522.0,37.0,70.0,5809.0,4379.0,11100.0,11000.0,5160.0,1340.0,3420.0,350.0,660.0,1115.0,90.0,95.0,138.0,10.0,10059.0,0
3820,WV,2,?,?,?,22.0,370.0,580.0,320.0,510.0,17.0,24.0,489.0,384.0,120.0,23.0,52.0,700.0,45.0,10575.0,10575.0,3952.0,1600.0,2352.0,?,400.0,620.0,46.0,24.0,130.0,9.0,8946.0,0
3322,PA,1,492.0,465.0,957.0,?,?,?,?,?,?,?,5880.0,2840.0,1136.0,12.0,33.0,5866.0,918.0,3512.0,8285.0,2970.0,2000.0,970.0,1150.0,500.0,?,58.0,58.0,194.0,?,6552.0,1
1092,AR,1,?,?,?,22.0,?,?,?,?,18.0,25.0,3131.0,2703.0,1792.0,?,47.0,7402.0,1119.0,1700.0,3274.0,2600.0,1440.0,1160.0,126.0,600.0,1761.0,71.0,72.0,205.0,10.0,4252.0,1
2524,MO,2,550.0,510.0,1060.0,24.0,490.0,600.0,440.0,570.0,21.0,27.0,663.0,547.0,315.0,32.0,67.0,1279.0,75.0,10060.0,10060.0,2970.0,1780.0,1190.0,256.0,500.0,2600.0,74.0,80.0,112.0,19.0,7885.0,1
2314,MI,1,?,?,?,20.0,?,?,?,?,?,?,1549.0,1349.0,687.0,?,?,3598.0,2147.0,2674.0,5673.0,3650.0,3650.0,?,217.0,550.0,900.0,77.0,82.0,182.0,10.0,5391.0,1
1889,IA,2,?,?,?,22.0,?,?,?,?,18.0,23.0,897.0,718.0,276.0,12.0,48.0,1345.0,390.0,10450.0,10450.0,4020.0,2310.0,1710.0,10.0,500.0,1500.0,56.0,56.0,141.0,16.0,7444.0,0
3711,VA,2,431.0,388.0,819.0,?,360.0,500.0,340.0,440.0,?,?,1339.0,1107.0,336.0,12.0,36.0,1051.0,82.0,9400.0,9400.0,4200.0,4200.0,?,?,500.0,1600.0,53.0,58.0,125.0,9.0,7967.0,1
2516,MO,1,564.0,502.0,1066.0,25.0,470.0,620.0,430.0,570.0,22.0,28.0,6574.0,4637.0,2940.0,32.0,62.0,14782.0,1583.0,3030.0,9057.0,3485.0,3485.0,?,414.0,600.0,1983.0,87.0,87.0,127.0,15.0,10145.0,1
3089,OH,2,541.0,465.0,1006.0,24.0,480.0,650.0,410.0,540.0,20.0,26.0,2936.0,2342.0,669.0,35.0,62.0,2502.0,66.0,15990.0,15990.0,4080.0,1785.0,2295.0,?,600.0,825.0,73.0,78.0,145.0,31.0,9979.0,0
1891,IA,2,480.0,430.0,910.0,22.0,430.0,550.0,400.0,490.0,20.0,24.0,576.0,558.0,137.0,11.0,39.0,662.0,131.0,10430.0,10430.0,3620.0,1845.0,1775.0,100.0,400.0,1500.0,85.0,98.0,165.0,18.0,8767.0,1
1029,AL,2,?,?,?,22.0,?,?,?,?,?,?,452.0,331.0,269.0,17.0,54.0,1417.0,301.0,6150.0,6150.0,3680.0,?,?,70.0,550.0,1200.0,59.0,63.0,166.0,4.0,5412.0,1
2003,LA,2,550.0,500.0,1060.0,25.0,460.0,610.0,440.0,570.0,22.0,28.0,495.0,434.0,210.0,35.0,55.0,775.0,44.0,8950.0,8950.0,3490.0,1470.0,2020.0,306.0,600.0,1900.0,86.0,92.0,113.0,25.0,9685.0,0
1601,GA,1,456.0,412.0,868.0,?,400.0,500.0,360.0,450.0,18.0,22.0,3668.0,2604.0,1331.0,?,?,4538.0,1179.0,1806.0,4650.0,2973.0,1425.0,1548.0,378.0,490.0,1200.0,59.0,62.0,192.0,10.0,5687.0,1
1596,GA,2,445.0,433.0,878.0,21.0,?,?,?,?,?,?,?,?,182.0,18.0,36.0,781.0,82.0,6072.0,6072.0,3636.0,?,?,?,400.0,3036.0,48.0,48.0,168.0,28.0,6015.0,1
2121,MA,2,?,?,?,?,520.0,630.0,430.0,530.0,?,?,2007.0,1139.0,407.0,30.0,68.0,1680.0,?,16600.0,16600.0,6985.0,2495.0,4490.0,660.0,500.0,1045.0,93.0,93.0,168.0,18.0,15286.0,0
3986,PA,2,515.0,470.0,985.0,?,460.0,580.0,410.0,520.0,?,?,1179.0,780.0,290.0,38.0,64.0,1130.0,638.0,9690.0,9690.0,4785.0,2495.0,2290.0,60.0,600.0,1000.0,60.0,84.0,133.0,21.0,7940.0,0
1380,CT,1,?,?,?,?,?,?,?,?,?,?,2486.0,1503.0,528.0,7.0,23.0,2818.0,1861.0,1842.0,5962.0,3936.0,2174.0,1762.0,1218.0,?,?,69.0,76.0,155.0,?,5920.0,0
2209,MA,2,?,?,?,?,550.0,650.0,520.0,630.0,25.0,30.0,2925.0,1598.0,632.0,51.0,88.0,2479.0,95.0,18820.0,18820.0,6390.0,?,?,163.0,500.0,1050.0,85.0,97.0,103.0,44.0,21199.0,0
